comunidades_y_ciudades_autónomas;año;precio_m2;salario_mensual_joven;superficie_util;metros_posibles;diferencia_m2
01 Andalucia;2020;1660;1723.71;Total;1.04;1.04
01 Andalucia;2020;1660;1723.71;Total;1.04;1.04
01 Andalucia;2020;1660;1723.71;Total;1.04;1.04
01 Andalucia;2020;1660;1723.71;Total;1.04;1.04
01 Andalucia;2020;1660;1723.71;Total;1.04;1.04
01 Andalucia;2020;1660;1723.71;Total;1.04;1.04
01 Andalucia;2020;1660;1723.71;Total;1.04;1.04
01 Andalucia;2020;1660;1723.71;Total;1.04;1.04
01 Andalucia;2020;1660;1723.71;Total;1.04;1.04
01 Andalucia;2020;1660;1723.71;Menos de 46 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Menos de 46 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Menos de 46 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Menos de 46 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Menos de 46 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Menos de 46 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 46 y 75 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 46 y 75 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 46 y 75 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 46 y 75 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 46 y 75 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 46 y 75 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 46 y 75 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 46 y 75 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 76 y 105 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 76 y 105 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 76 y 105 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 76 y 105 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 76 y 105 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 76 y 105 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 76 y 105 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 76 y 105 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 76 y 105 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 106 y 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 106 y 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 106 y 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 106 y 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 106 y 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 106 y 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 106 y 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 106 y 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Entre 106 y 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Más de 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Más de 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Más de 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Más de 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Más de 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Más de 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Más de 150 m2;1.04;1.04
01 Andalucia;2020;1660;1723.71;Más de 150 m2;1.04;1.04
02 Aragon;2020;1318;1723.71;Total;1.31;1.31
02 Aragon;2020;1318;1723.71;Total;1.31;1.31
02 Aragon;2020;1318;1723.71;Total;1.31;1.31
02 Aragon;2020;1318;1723.71;Total;1.31;1.31
02 Aragon;2020;1318;1723.71;Total;1.31;1.31
02 Aragon;2020;1318;1723.71;Total;1.31;1.31
02 Aragon;2020;1318;1723.71;Total;1.31;1.31
02 Aragon;2020;1318;1723.71;Total;1.31;1.31
02 Aragon;2020;1318;1723.71;Total;1.31;1.31
02 Aragon;2020;1318;1723.71;Menos de 46 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Menos de 46 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Menos de 46 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Menos de 46 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 46 y 75 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 46 y 75 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 46 y 75 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 46 y 75 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 46 y 75 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 46 y 75 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 46 y 75 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 46 y 75 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 76 y 105 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 76 y 105 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 76 y 105 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 76 y 105 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 76 y 105 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 76 y 105 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 76 y 105 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 106 y 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 106 y 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 106 y 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 106 y 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 106 y 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 106 y 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 106 y 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Entre 106 y 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Más de 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Más de 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Más de 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Más de 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Más de 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Más de 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Más de 150 m2;1.31;1.31
02 Aragon;2020;1318;1723.71;Más de 150 m2;1.31;1.31
03 Asturias, Principado De;2020;1346;1723.71;Total;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Total;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Total;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Total;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Total;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Total;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Total;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Total;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Menos de 46 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Menos de 46 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Menos de 46 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Menos de 46 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Menos de 46 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 46 y 75 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 46 y 75 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 46 y 75 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 46 y 75 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 46 y 75 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 46 y 75 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 46 y 75 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 76 y 105 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 76 y 105 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 76 y 105 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 76 y 105 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 76 y 105 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 76 y 105 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 76 y 105 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 76 y 105 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 106 y 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 106 y 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 106 y 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 106 y 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 106 y 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 106 y 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 106 y 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Entre 106 y 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Más de 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Más de 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Más de 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Más de 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Más de 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Más de 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Más de 150 m2;1.28;1.28
03 Asturias, Principado De;2020;1346;1723.71;Más de 150 m2;1.28;1.28
04 Balears, Illes;2020;3091;1723.71;Total;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Total;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Total;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Total;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Total;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Total;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Total;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Total;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Menos de 46 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Menos de 46 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Menos de 46 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Menos de 46 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Menos de 46 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 46 y 75 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 46 y 75 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 46 y 75 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 46 y 75 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 46 y 75 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 46 y 75 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 46 y 75 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 76 y 105 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 76 y 105 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 76 y 105 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 76 y 105 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 76 y 105 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 76 y 105 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 76 y 105 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 76 y 105 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 106 y 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 106 y 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 106 y 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 106 y 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 106 y 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 106 y 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 106 y 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Entre 106 y 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Más de 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Más de 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Más de 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Más de 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Más de 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Más de 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Más de 150 m2;0.56;0.56
04 Balears, Illes;2020;3091;1723.71;Más de 150 m2;0.56;0.56
05 Canarias;2020;1867;1723.71;Total;0.92;0.92
05 Canarias;2020;1867;1723.71;Total;0.92;0.92
05 Canarias;2020;1867;1723.71;Total;0.92;0.92
05 Canarias;2020;1867;1723.71;Total;0.92;0.92
05 Canarias;2020;1867;1723.71;Total;0.92;0.92
05 Canarias;2020;1867;1723.71;Total;0.92;0.92
05 Canarias;2020;1867;1723.71;Total;0.92;0.92
05 Canarias;2020;1867;1723.71;Total;0.92;0.92
05 Canarias;2020;1867;1723.71;Total;0.92;0.92
05 Canarias;2020;1867;1723.71;Menos de 46 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Menos de 46 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Menos de 46 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Menos de 46 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Menos de 46 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 46 y 75 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 46 y 75 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 46 y 75 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 46 y 75 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 46 y 75 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 46 y 75 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 46 y 75 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 46 y 75 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 76 y 105 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 76 y 105 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 76 y 105 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 76 y 105 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 76 y 105 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 76 y 105 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 76 y 105 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 76 y 105 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 76 y 105 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 106 y 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 106 y 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 106 y 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 106 y 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 106 y 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 106 y 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 106 y 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Entre 106 y 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Más de 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Más de 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Más de 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Más de 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Más de 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Más de 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Más de 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Más de 150 m2;0.92;0.92
05 Canarias;2020;1867;1723.71;Más de 150 m2;0.92;0.92
06 Cantabria;2020;1448;1723.71;Total;1.19;1.19
06 Cantabria;2020;1448;1723.71;Total;1.19;1.19
06 Cantabria;2020;1448;1723.71;Total;1.19;1.19
06 Cantabria;2020;1448;1723.71;Total;1.19;1.19
06 Cantabria;2020;1448;1723.71;Total;1.19;1.19
06 Cantabria;2020;1448;1723.71;Total;1.19;1.19
06 Cantabria;2020;1448;1723.71;Total;1.19;1.19
06 Cantabria;2020;1448;1723.71;Total;1.19;1.19
06 Cantabria;2020;1448;1723.71;Total;1.19;1.19
06 Cantabria;2020;1448;1723.71;Menos de 46 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Menos de 46 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Menos de 46 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Menos de 46 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Menos de 46 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Menos de 46 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 46 y 75 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 46 y 75 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 46 y 75 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 46 y 75 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 46 y 75 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 46 y 75 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 46 y 75 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 76 y 105 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 76 y 105 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 76 y 105 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 76 y 105 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 76 y 105 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 76 y 105 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 76 y 105 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 106 y 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 106 y 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 106 y 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 106 y 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 106 y 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 106 y 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Entre 106 y 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Más de 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Más de 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Más de 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Más de 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Más de 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Más de 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Más de 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Más de 150 m2;1.19;1.19
06 Cantabria;2020;1448;1723.71;Más de 150 m2;1.19;1.19
07 Castilla Y Leon;2020;1135;1723.71;Total;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Total;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Total;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Total;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Total;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Total;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Total;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Total;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Menos de 46 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Menos de 46 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Menos de 46 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Menos de 46 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Menos de 46 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 46 y 75 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 46 y 75 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 46 y 75 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 46 y 75 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 46 y 75 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 46 y 75 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 46 y 75 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 46 y 75 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 76 y 105 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 76 y 105 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 76 y 105 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 76 y 105 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 76 y 105 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 76 y 105 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 76 y 105 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 106 y 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 106 y 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 106 y 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 106 y 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 106 y 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 106 y 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Entre 106 y 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Más de 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Más de 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Más de 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Más de 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Más de 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Más de 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Más de 150 m2;1.52;1.52
07 Castilla Y Leon;2020;1135;1723.71;Más de 150 m2;1.52;1.52
08 Castilla-La Mancha;2020;868;1723.71;Total;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Total;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Total;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Total;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Total;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Total;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Total;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Total;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Total;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Menos de 46 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Menos de 46 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Menos de 46 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Menos de 46 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Menos de 46 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 46 y 75 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 46 y 75 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 46 y 75 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 46 y 75 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 46 y 75 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 46 y 75 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 46 y 75 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 76 y 105 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 76 y 105 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 76 y 105 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 76 y 105 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 76 y 105 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 76 y 105 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 76 y 105 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 106 y 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 106 y 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 106 y 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 106 y 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 106 y 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 106 y 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 106 y 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Entre 106 y 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Más de 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Más de 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Más de 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Más de 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Más de 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Más de 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Más de 150 m2;1.99;1.99
08 Castilla-La Mancha;2020;868;1723.71;Más de 150 m2;1.99;1.99
09 Cataluna;2020;2244;1723.71;Total;0.77;0.77
09 Cataluna;2020;2244;1723.71;Total;0.77;0.77
