comunidades_y_ciudades_autónomas,tipo_vivienda,tipo_indicador,periodo,total,fecha,año,mes,trimestre
01 Andalucia,General,Índice,2025T1,170.858,2025-01-01,2025,1,1
01 Andalucia,General,Índice,2024T4,165.457,2024-10-01,2024,10,4
01 Andalucia,General,Índice,2024T3,162.275,2024-07-01,2024,7,3
01 Andalucia,General,Índice,2024T2,156.273,2024-04-01,2024,4,2
01 Andalucia,General,Índice,2024T1,149.88,2024-01-01,2024,1,1
01 Andalucia,General,Índice,2023T4,145.927,2023-10-01,2023,10,4
01 Andalucia,General,Índice,2023T3,146.784,2023-07-01,2023,7,3
01 Andalucia,General,Índice,2023T2,142.672,2023-04-01,2023,4,2
01 Andalucia,General,Índice,2023T1,138.89,2023-01-01,2023,1,1
01 Andalucia,General,Índice,2022T4,138.587,2022-10-01,2022,10,4
01 Andalucia,General,Índice,2022T3,138.73,2022-07-01,2022,7,3
01 Andalucia,General,Índice,2022T2,136.525,2022-04-01,2022,4,2
01 Andalucia,General,Índice,2022T1,133.3,2022-01-01,2022,1,1
01 Andalucia,General,Índice,2021T4,130.178,2021-10-01,2021,10,4
01 Andalucia,General,Índice,2021T3,128.119,2021-07-01,2021,7,3
01 Andalucia,General,Índice,2021T2,123.878,2021-04-01,2021,4,2
01 Andalucia,General,Índice,2021T1,120.217,2021-01-01,2021,1,1
01 Andalucia,General,Índice,2020T4,120.518,2020-10-01,2020,10,4
01 Andalucia,General,Índice,2020T3,120.819,2020-07-01,2020,7,3
01 Andalucia,General,Índice,2020T2,119.613,2020-04-01,2020,4,2
01 Andalucia,General,Índice,2020T1,119.44,2020-01-01,2020,1,1
01 Andalucia,General,Índice,2019T4,118.553,2019-10-01,2019,10,4
01 Andalucia,General,Índice,2019T3,119.331,2019-07-01,2019,7,3
01 Andalucia,General,Índice,2019T2,116.842,2019-04-01,2019,4,2
01 Andalucia,General,Índice,2019T1,114.705,2019-01-01,2019,1,1
01 Andalucia,General,Índice,2018T4,113.831,2018-10-01,2018,10,4
01 Andalucia,General,Índice,2018T3,112.673,2018-07-01,2018,7,3
01 Andalucia,General,Índice,2018T2,110.695,2018-04-01,2018,4,2
01 Andalucia,General,Índice,2018T1,108.283,2018-01-01,2018,1,1
01 Andalucia,General,Índice,2017T4,107.763,2017-10-01,2017,10,4
01 Andalucia,General,Índice,2017T3,106.913,2017-07-01,2017,7,3
01 Andalucia,General,Índice,2017T2,105.676,2017-04-01,2017,4,2
01 Andalucia,General,Índice,2017T1,104.051,2017-01-01,2017,1,1
01 Andalucia,General,Índice,2016T4,103.142,2016-10-01,2016,10,4
01 Andalucia,General,Índice,2016T3,103.113,2016-07-01,2016,7,3
01 Andalucia,General,Índice,2016T2,103.201,2016-04-01,2016,4,2
01 Andalucia,General,Índice,2016T1,101.91,2016-01-01,2016,1,1
01 Andalucia,General,Índice,2015T4,101.029,2015-10-01,2015,10,4
01 Andalucia,General,Índice,2015T3,101.734,2015-07-01,2015,7,3
01 Andalucia,General,Índice,2015T2,100.6,2015-04-01,2015,4,2
01 Andalucia,General,Índice,2015T1,96.637,2015-01-01,2015,1,1
01 Andalucia,General,Índice,2014T4,98.094,2014-10-01,2014,10,4
01 Andalucia,General,Índice,2014T3,97.478,2014-07-01,2014,7,3
01 Andalucia,General,Índice,2014T2,97.214,2014-04-01,2014,4,2
01 Andalucia,General,Índice,2014T1,95.522,2014-01-01,2014,1,1
01 Andalucia,General,Índice,2013T4,96.389,2013-10-01,2013,10,4
01 Andalucia,General,Índice,2013T3,97.433,2013-07-01,2013,7,3
01 Andalucia,General,Índice,2013T2,96.563,2013-04-01,2013,4,2
01 Andalucia,General,Índice,2013T1,97.307,2013-01-01,2013,1,1
01 Andalucia,General,Índice,2012T4,102.861,2012-10-01,2012,10,4
01 Andalucia,General,Índice,2012T3,104.624,2012-07-01,2012,7,3
01 Andalucia,General,Índice,2012T2,106.719,2012-04-01,2012,4,2
01 Andalucia,General,Índice,2012T1,110.865,2012-01-01,2012,1,1
01 Andalucia,General,Índice,2011T4,116.257,2011-10-01,2011,10,4
01 Andalucia,General,Índice,2011T3,119.932,2011-07-01,2011,7,3
01 Andalucia,General,Índice,2011T2,122.836,2011-04-01,2011,4,2
01 Andalucia,General,Índice,2011T1,122.879,2011-01-01,2011,1,1
01 Andalucia,General,Índice,2010T4,126.862,2010-10-01,2010,10,4
01 Andalucia,General,Índice,2010T3,127.118,2010-07-01,2010,7,3
01 Andalucia,General,Índice,2010T2,130.094,2010-04-01,2010,4,2
01 Andalucia,General,Índice,2010T1,128.36,2010-01-01,2010,1,1
01 Andalucia,General,Índice,2009T4,129.541,2009-10-01,2009,10,4
01 Andalucia,General,Índice,2009T3,129.93,2009-07-01,2009,7,3
01 Andalucia,General,Índice,2009T2,130.679,2009-04-01,2009,4,2
01 Andalucia,General,Índice,2009T1,130.5,2009-01-01,2009,1,1
01 Andalucia,General,Índice,2008T4,131.847,2008-10-01,2008,10,4
01 Andalucia,General,Índice,2008T3,135.361,2008-07-01,2008,7,3
01 Andalucia,General,Índice,2008T2,135.178,2008-04-01,2008,4,2
01 Andalucia,General,Índice,2008T1,135.751,2008-01-01,2008,1,1
01 Andalucia,General,Índice,2007T4,135.785,2007-10-01,2007,10,4
01 Andalucia,General,Índice,2007T3,133.943,2007-07-01,2007,7,3
01 Andalucia,General,Índice,2007T2,130.901,2007-04-01,2007,4,2
01 Andalucia,General,Índice,2007T1,127.081,2007-01-01,2007,1,1
01 Andalucia,General,Variación trimestral,2025T1,3.3,2025-01-01,2025,1,1
01 Andalucia,General,Variación trimestral,2024T4,2.0,2024-10-01,2024,10,4
01 Andalucia,General,Variación trimestral,2024T3,3.8,2024-07-01,2024,7,3
01 Andalucia,General,Variación trimestral,2024T2,4.3,2024-04-01,2024,4,2
01 Andalucia,General,Variación trimestral,2024T1,2.7,2024-01-01,2024,1,1
01 Andalucia,General,Variación trimestral,2023T4,-0.6,2023-10-01,2023,10,4
01 Andalucia,General,Variación trimestral,2023T3,2.9,2023-07-01,2023,7,3
01 Andalucia,General,Variación trimestral,2023T2,2.7,2023-04-01,2023,4,2
01 Andalucia,General,Variación trimestral,2023T1,0.2,2023-01-01,2023,1,1
01 Andalucia,General,Variación trimestral,2022T4,-0.1,2022-10-01,2022,10,4
01 Andalucia,General,Variación trimestral,2022T3,1.6,2022-07-01,2022,7,3
01 Andalucia,General,Variación trimestral,2022T2,2.4,2022-04-01,2022,4,2
01 Andalucia,General,Variación trimestral,2022T1,2.4,2022-01-01,2022,1,1
01 Andalucia,General,Variación trimestral,2021T4,1.6,2021-10-01,2021,10,4
01 Andalucia,General,Variación trimestral,2021T3,3.4,2021-07-01,2021,7,3
01 Andalucia,General,Variación trimestral,2021T2,3.0,2021-04-01,2021,4,2
01 Andalucia,General,Variación trimestral,2021T1,-0.2,2021-01-01,2021,1,1
01 Andalucia,General,Variación trimestral,2020T4,-0.2,2020-10-01,2020,10,4
01 Andalucia,General,Variación trimestral,2020T3,1.0,2020-07-01,2020,7,3
01 Andalucia,General,Variación trimestral,2020T2,0.1,2020-04-01,2020,4,2
01 Andalucia,General,Variación trimestral,2020T1,0.7,2020-01-01,2020,1,1
01 Andalucia,General,Variación trimestral,2019T4,-0.7,2019-10-01,2019,10,4
01 Andalucia,General,Variación trimestral,2019T3,2.1,2019-07-01,2019,7,3
01 Andalucia,General,Variación trimestral,2019T2,1.9,2019-04-01,2019,4,2
01 Andalucia,General,Variación trimestral,2019T1,0.8,2019-01-01,2019,1,1
01 Andalucia,General,Variación trimestral,2018T4,1.0,2018-10-01,2018,10,4
01 Andalucia,General,Variación trimestral,2018T3,1.8,2018-07-01,2018,7,3
01 Andalucia,General,Variación trimestral,2018T2,2.2,2018-04-01,2018,4,2
01 Andalucia,General,Variación trimestral,2018T1,0.5,2018-01-01,2018,1,1
01 Andalucia,General,Variación trimestral,2017T4,0.8,2017-10-01,2017,10,4
01 Andalucia,General,Variación trimestral,2017T3,1.2,2017-07-01,2017,7,3
01 Andalucia,General,Variación trimestral,2017T2,1.6,2017-04-01,2017,4,2
01 Andalucia,General,Variación trimestral,2017T1,0.9,2017-01-01,2017,1,1
01 Andalucia,General,Variación trimestral,2016T4,0.0,2016-10-01,2016,10,4
01 Andalucia,General,Variación trimestral,2016T3,-0.1,2016-07-01,2016,7,3
01 Andalucia,General,Variación trimestral,2016T2,1.3,2016-04-01,2016,4,2
01 Andalucia,General,Variación trimestral,2016T1,0.9,2016-01-01,2016,1,1
01 Andalucia,General,Variación trimestral,2015T4,-0.7,2015-10-01,2015,10,4
01 Andalucia,General,Variación trimestral,2015T3,1.1,2015-07-01,2015,7,3
01 Andalucia,General,Variación trimestral,2015T2,4.1,2015-04-01,2015,4,2
01 Andalucia,General,Variación trimestral,2015T1,-1.5,2015-01-01,2015,1,1
01 Andalucia,General,Variación trimestral,2014T4,0.6,2014-10-01,2014,10,4
01 Andalucia,General,Variación trimestral,2014T3,0.3,2014-07-01,2014,7,3
01 Andalucia,General,Variación trimestral,2014T2,1.8,2014-04-01,2014,4,2
01 Andalucia,General,Variación trimestral,2014T1,-0.9,2014-01-01,2014,1,1
01 Andalucia,General,Variación trimestral,2013T4,-1.1,2013-10-01,2013,10,4
01 Andalucia,General,Variación trimestral,2013T3,0.9,2013-07-01,2013,7,3
01 Andalucia,General,Variación trimestral,2013T2,-0.8,2013-04-01,2013,4,2
01 Andalucia,General,Variación trimestral,2013T1,-5.4,2013-01-01,2013,1,1
01 Andalucia,General,Variación trimestral,2012T4,-1.7,2012-10-01,2012,10,4
01 Andalucia,General,Variación trimestral,2012T3,-2.0,2012-07-01,2012,7,3
01 Andalucia,General,Variación trimestral,2012T2,-3.7,2012-04-01,2012,4,2
01 Andalucia,General,Variación trimestral,2012T1,-4.6,2012-01-01,2012,1,1
01 Andalucia,General,Variación trimestral,2011T4,-3.1,2011-10-01,2011,10,4
01 Andalucia,General,Variación trimestral,2011T3,-2.4,2011-07-01,2011,7,3
01 Andalucia,General,Variación trimestral,2011T2,0.0,2011-04-01,2011,4,2
01 Andalucia,General,Variación trimestral,2011T1,-3.1,2011-01-01,2011,1,1
01 Andalucia,General,Variación trimestral,2010T4,-0.2,2010-10-01,2010,10,4
01 Andalucia,General,Variación trimestral,2010T3,-2.3,2010-07-01,2010,7,3
01 Andalucia,General,Variación trimestral,2010T2,1.4,2010-04-01,2010,4,2
01 Andalucia,General,Variación trimestral,2010T1,-0.9,2010-01-01,2010,1,1
01 Andalucia,General,Variación trimestral,2009T4,-0.3,2009-10-01,2009,10,4
01 Andalucia,General,Variación trimestral,2009T3,-0.6,2009-07-01,2009,7,3
01 Andalucia,General,Variación trimestral,2009T2,0.1,2009-04-01,2009,4,2
01 Andalucia,General,Variación trimestral,2009T1,-1.0,2009-01-01,2009,1,1
01 Andalucia,General,Variación trimestral,2008T4,-2.6,2008-10-01,2008,10,4
01 Andalucia,General,Variación trimestral,2008T3,0.1,2008-07-01,2008,7,3
01 Andalucia,General,Variación trimestral,2008T2,-0.4,2008-04-01,2008,4,2
01 Andalucia,General,Variación trimestral,2008T1,0.0,2008-01-01,2008,1,1
01 Andalucia,General,Variación trimestral,2007T4,1.4,2007-10-01,2007,10,4
01 Andalucia,General,Variación trimestral,2007T3,2.3,2007-07-01,2007,7,3
01 Andalucia,General,Variación trimestral,2007T2,3.0,2007-04-01,2007,4,2
01 Andalucia,General,Variación trimestral,2007T1,4.0,2007-01-01,2007,1,1
01 Andalucia,General,Variación anual,2025T1,14.0,2025-01-01,2025,1,1
01 Andalucia,General,Variación anual,2024T4,13.4,2024-10-01,2024,10,4
01 Andalucia,General,Variación anual,2024T3,10.6,2024-07-01,2024,7,3
01 Andalucia,General,Variación anual,2024T2,9.5,2024-04-01,2024,4,2
01 Andalucia,General,Variación anual,2024T1,7.9,2024-01-01,2024,1,1
01 Andalucia,General,Variación anual,2023T4,5.3,2023-10-01,2023,10,4
01 Andalucia,General,Variación anual,2023T3,5.8,2023-07-01,2023,7,3
01 Andalucia,General,Variación anual,2023T2,4.5,2023-04-01,2023,4,2
01 Andalucia,General,Variación anual,2023T1,4.2,2023-01-01,2023,1,1
01 Andalucia,General,Variación anual,2022T4,6.5,2022-10-01,2022,10,4
01 Andalucia,General,Variación anual,2022T3,8.3,2022-07-01,2022,7,3
01 Andalucia,General,Variación anual,2022T2,10.2,2022-04-01,2022,4,2
01 Andalucia,General,Variación anual,2022T1,10.9,2022-01-01,2022,1,1
01 Andalucia,General,Variación anual,2021T4,8.0,2021-10-01,2021,10,4
01 Andalucia,General,Variación anual,2021T3,6.0,2021-07-01,2021,7,3
01 Andalucia,General,Variación anual,2021T2,3.6,2021-04-01,2021,4,2
01 Andalucia,General,Variación anual,2021T1,0.7,2021-01-01,2021,1,1
01 Andalucia,General,Variación anual,2020T4,1.7,2020-10-01,2020,10,4
01 Andalucia,General,Variación anual,2020T3,1.2,2020-07-01,2020,7,3
01 Andalucia,General,Variación anual,2020T2,2.4,2020-04-01,2020,4,2
01 Andalucia,General,Variación anual,2020T1,4.1,2020-01-01,2020,1,1
01 Andalucia,General,Variación anual,2019T4,4.1,2019-10-01,2019,10,4
01 Andalucia,General,Variación anual,2019T3,5.9,2019-07-01,2019,7,3
01 Andalucia,General,Variación anual,2019T2,5.6,2019-04-01,2019,4,2
01 Andalucia,General,Variación anual,2019T1,5.9,2019-01-01,2019,1,1
01 Andalucia,General,Variación anual,2018T4,5.6,2018-10-01,2018,10,4
01 Andalucia,General,Variación anual,2018T3,5.4,2018-07-01,2018,7,3
01 Andalucia,General,Variación anual,2018T2,4.8,2018-04-01,2018,4,2
01 Andalucia,General,Variación anual,2018T1,4.1,2018-01-01,2018,1,1
01 Andalucia,General,Variación anual,2017T4,4.5,2017-10-01,2017,10,4
01 Andalucia,General,Variación anual,2017T3,3.7,2017-07-01,2017,7,3
01 Andalucia,General,Variación anual,2017T2,2.4,2017-04-01,2017,4,2
01 Andalucia,General,Variación anual,2017T1,2.1,2017-01-01,2017,1,1
01 Andalucia,General,Variación anual,2016T4,2.1,2016-10-01,2016,10,4
01 Andalucia,General,Variación anual,2016T3,1.4,2016-07-01,2016,7,3
01 Andalucia,General,Variación anual,2016T2,2.6,2016-04-01,2016,4,2
01 Andalucia,General,Variación anual,2016T1,5.5,2016-01-01,2016,1,1
01 Andalucia,General,Variación anual,2015T4,3.0,2015-10-01,2015,10,4
01 Andalucia,General,Variación anual,2015T3,4.4,2015-07-01,2015,7,3
01 Andalucia,General,Variación anual,2015T2,3.5,2015-04-01,2015,4,2
01 Andalucia,General,Variación anual,2015T1,1.2,2015-01-01,2015,1,1
01 Andalucia,General,Variación anual,2014T4,1.8,2014-10-01,2014,10,4
01 Andalucia,General,Variación anual,2014T3,0.0,2014-07-01,2014,7,3
01 Andalucia,General,Variación anual,2014T2,0.7,2014-04-01,2014,4,2
01 Andalucia,General,Variación anual,2014T1,-1.8,2014-01-01,2014,1,1
01 Andalucia,General,Variación anual,2013T4,-6.3,2013-10-01,2013,10,4
01 Andalucia,General,Variación anual,2013T3,-6.9,2013-07-01,2013,7,3
01 Andalucia,General,Variación anual,2013T2,-9.5,2013-04-01,2013,4,2
01 Andalucia,General,Variación anual,2013T1,-12.2,2013-01-01,2013,1,1
01 Andalucia,General,Variación anual,2012T4,-11.5,2012-10-01,2012,10,4
01 Andalucia,General,Variación anual,2012T3,-12.8,2012-07-01,2012,7,3
01 Andalucia,General,Variación anual,2012T2,-13.1,2012-04-01,2012,4,2
01 Andalucia,General,Variación anual,2012T1,-9.8,2012-01-01,2012,1,1
01 Andalucia,General,Variación anual,2011T4,-8.4,2011-10-01,2011,10,4
01 Andalucia,General,Variación anual,2011T3,-5.7,2011-07-01,2011,7,3
01 Andalucia,General,Variación anual,2011T2,-5.6,2011-04-01,2011,4,2
01 Andalucia,General,Variación anual,2011T1,-4.3,2011-01-01,2011,1,1
01 Andalucia,General,Variación anual,2010T4,-2.1,2010-10-01,2010,10,4
01 Andalucia,General,Variación anual,2010T3,-2.2,2010-07-01,2010,7,3
01 Andalucia,General,Variación anual,2010T2,-0.4,2010-04-01,2010,4,2
01 Andalucia,General,Variación anual,2010T1,-1.6,2010-01-01,2010,1,1
01 Andalucia,General,Variación anual,2009T4,-1.7,2009-10-01,2009,10,4
01 Andalucia,General,Variación anual,2009T3,-4.0,2009-07-01,2009,7,3
01 Andalucia,General,Variación anual,2009T2,-3.3,2009-04-01,2009,4,2
01 Andalucia,General,Variación anual,2009T1,-3.9,2009-01-01,2009,1,1
01 Andalucia,General,Variación anual,2008T4,-2.9,2008-10-01,2008,10,4
01 Andalucia,General,Variación anual,2008T3,1.1,2008-07-01,2008,7,3
01 Andalucia,General,Variación anual,2008T2,3.3,2008-04-01,2008,4,2
01 Andalucia,General,Variación anual,2008T1,6.8,2008-01-01,2008,1,1
01 Andalucia,General,Variación anual,2007T4,11.1,2007-10-01,2007,10,4
01 Andalucia,General,Variación anual,2007T3,11.6,2007-07-01,2007,7,3
01 Andalucia,General,Variación anual,2007T2,12.8,2007-04-01,2007,4,2
01 Andalucia,General,Variación anual,2007T1,15.5,2007-01-01,2007,1,1
01 Andalucia,General,Variación en lo que va de año,2025T1,3.3,2025-01-01,2025,1,1
01 Andalucia,General,Variación en lo que va de año,2024T4,13.4,2024-10-01,2024,10,4
01 Andalucia,General,Variación en lo que va de año,2024T3,11.2,2024-07-01,2024,7,3
01 Andalucia,General,Variación en lo que va de año,2024T2,7.1,2024-04-01,2024,4,2
01 Andalucia,General,Variación en lo que va de año,2024T1,2.7,2024-01-01,2024,1,1
01 Andalucia,General,Variación en lo que va de año,2023T4,5.3,2023-10-01,2023,10,4
01 Andalucia,General,Variación en lo que va de año,2023T3,5.9,2023-07-01,2023,7,3
01 Andalucia,General,Variación en lo que va de año,2023T2,2.9,2023-04-01,2023,4,2
01 Andalucia,General,Variación en lo que va de año,2023T1,0.2,2023-01-01,2023,1,1
01 Andalucia,General,Variación en lo que va de año,2022T4,6.5,2022-10-01,2022,10,4
01 Andalucia,General,Variación en lo que va de año,2022T3,6.6,2022-07-01,2022,7,3
01 Andalucia,General,Variación en lo que va de año,2022T2,4.9,2022-04-01,2022,4,2
01 Andalucia,General,Variación en lo que va de año,2022T1,2.4,2022-01-01,2022,1,1
01 Andalucia,General,Variación en lo que va de año,2021T4,8.0,2021-10-01,2021,10,4
01 Andalucia,General,Variación en lo que va de año,2021T3,6.3,2021-07-01,2021,7,3
01 Andalucia,General,Variación en lo que va de año,2021T2,2.8,2021-04-01,2021,4,2
01 Andalucia,General,Variación en lo que va de año,2021T1,-0.2,2021-01-01,2021,1,1
01 Andalucia,General,Variación en lo que va de año,2020T4,1.7,2020-10-01,2020,10,4
01 Andalucia,General,Variación en lo que va de año,2020T3,1.9,2020-07-01,2020,7,3
01 Andalucia,General,Variación en lo que va de año,2020T2,0.9,2020-04-01,2020,4,2
01 Andalucia,General,Variación en lo que va de año,2020T1,0.7,2020-01-01,2020,1,1
01 Andalucia,General,Variación en lo que va de año,2019T4,4.1,2019-10-01,2019,10,4
01 Andalucia,General,Variación en lo que va de año,2019T3,4.8,2019-07-01,2019,7,3
01 Andalucia,General,Variación en lo que va de año,2019T2,2.6,2019-04-01,2019,4,2
01 Andalucia,General,Variación en lo que va de año,2019T1,0.8,2019-01-01,2019,1,1
01 Andalucia,General,Variación en lo que va de año,2018T4,5.6,2018-10-01,2018,10,4
01 Andalucia,General,Variación en lo que va de año,2018T3,4.6,2018-07-01,2018,7,3
01 Andalucia,General,Variación en lo que va de año,2018T2,2.7,2018-04-01,2018,4,2
01 Andalucia,General,Variación en lo que va de año,2018T1,0.5,2018-01-01,2018,1,1
01 Andalucia,General,Variación en lo que va de año,2017T4,4.5,2017-10-01,2017,10,4
01 Andalucia,General,Variación en lo que va de año,2017T3,3.7,2017-07-01,2017,7,3
01 Andalucia,General,Variación en lo que va de año,2017T2,2.5,2017-04-01,2017,4,2
01 Andalucia,General,Variación en lo que va de año,2017T1,0.9,2017-01-01,2017,1,1
01 Andalucia,General,Variación en lo que va de año,2016T4,2.1,2016-10-01,2016,10,4
01 Andalucia,General,Variación en lo que va de año,2016T3,2.1,2016-07-01,2016,7,3
01 Andalucia,General,Variación en lo que va de año,2016T2,2.1,2016-04-01,2016,4,2
01 Andalucia,General,Variación en lo que va de año,2016T1,0.9,2016-01-01,2016,1,1
01 Andalucia,General,Variación en lo que va de año,2015T4,3.0,2015-10-01,2015,10,4
01 Andalucia,General,Variación en lo que va de año,2015T3,3.7,2015-07-01,2015,7,3
01 Andalucia,General,Variación en lo que va de año,2015T2,2.6,2015-04-01,2015,4,2
01 Andalucia,General,Variación en lo que va de año,2015T1,-1.5,2015-01-01,2015,1,1
01 Andalucia,General,Variación en lo que va de año,2014T4,1.8,2014-10-01,2014,10,4
01 Andalucia,General,Variación en lo que va de año,2014T3,1.1,2014-07-01,2014,7,3
01 Andalucia,General,Variación en lo que va de año,2014T2,0.9,2014-04-01,2014,4,2
01 Andalucia,General,Variación en lo que va de año,2014T1,-0.9,2014-01-01,2014,1,1
01 Andalucia,General,Variación en lo que va de año,2013T4,-6.3,2013-10-01,2013,10,4
01 Andalucia,General,Variación en lo que va de año,2013T3,-5.3,2013-07-01,2013,7,3
01 Andalucia,General,Variación en lo que va de año,2013T2,-6.1,2013-04-01,2013,4,2
01 Andalucia,General,Variación en lo que va de año,2013T1,-5.4,2013-01-01,2013,1,1
01 Andalucia,General,Variación en lo que va de año,2012T4,-11.5,2012-10-01,2012,10,4
01 Andalucia,General,Variación en lo que va de año,2012T3,-10.0,2012-07-01,2012,7,3
01 Andalucia,General,Variación en lo que va de año,2012T2,-8.2,2012-04-01,2012,4,2
01 Andalucia,General,Variación en lo que va de año,2012T1,-4.6,2012-01-01,2012,1,1
01 Andalucia,General,Variación en lo que va de año,2011T4,-8.4,2011-10-01,2011,10,4
01 Andalucia,General,Variación en lo que va de año,2011T3,-5.5,2011-07-01,2011,7,3
01 Andalucia,General,Variación en lo que va de año,2011T2,-3.2,2011-04-01,2011,4,2
01 Andalucia,General,Variación en lo que va de año,2011T1,-3.1,2011-01-01,2011,1,1
01 Andalucia,General,Variación en lo que va de año,2010T4,-2.1,2010-10-01,2010,10,4
01 Andalucia,General,Variación en lo que va de año,2010T3,-1.9,2010-07-01,2010,7,3
01 Andalucia,General,Variación en lo que va de año,2010T2,0.4,2010-04-01,2010,4,2
01 Andalucia,General,Variación en lo que va de año,2010T1,-0.9,2010-01-01,2010,1,1
01 Andalucia,General,Variación en lo que va de año,2009T4,-1.7,2009-10-01,2009,10,4
01 Andalucia,General,Variación en lo que va de año,2009T3,-1.5,2009-07-01,2009,7,3
01 Andalucia,General,Variación en lo que va de año,2009T2,-0.9,2009-04-01,2009,4,2
01 Andalucia,General,Variación en lo que va de año,2009T1,-1.0,2009-01-01,2009,1,1
01 Andalucia,General,Variación en lo que va de año,2008T4,-2.9,2008-10-01,2008,10,4
01 Andalucia,General,Variación en lo que va de año,2008T3,-0.3,2008-07-01,2008,7,3
01 Andalucia,General,Variación en lo que va de año,2008T2,-0.4,2008-04-01,2008,4,2
01 Andalucia,General,Variación en lo que va de año,2008T1,0.0,2008-01-01,2008,1,1
01 Andalucia,General,Variación en lo que va de año,2007T4,11.1,2007-10-01,2007,10,4
01 Andalucia,General,Variación en lo que va de año,2007T3,9.6,2007-07-01,2007,7,3
01 Andalucia,General,Variación en lo que va de año,2007T2,7.1,2007-04-01,2007,4,2
01 Andalucia,General,Variación en lo que va de año,2007T1,4.0,2007-01-01,2007,1,1
01 Andalucia,Vivienda nueva,Índice,2025T1,212.796,2025-01-01,2025,1,1
01 Andalucia,Vivienda nueva,Índice,2024T4,203.521,2024-10-01,2024,10,4
01 Andalucia,Vivienda nueva,Índice,2024T3,201.651,2024-07-01,2024,7,3
01 Andalucia,Vivienda nueva,Índice,2024T2,188.391,2024-04-01,2024,4,2
01 Andalucia,Vivienda nueva,Índice,2024T1,184.535,2024-01-01,2024,1,1
01 Andalucia,Vivienda nueva,Índice,2023T4,173.254,2023-10-01,2023,10,4
01 Andalucia,Vivienda nueva,Índice,2023T3,177.265,2023-07-01,2023,7,3
01 Andalucia,Vivienda nueva,Índice,2023T2,166.201,2023-04-01,2023,4,2
01 Andalucia,Vivienda nueva,Índice,2023T1,165.549,2023-01-01,2023,1,1
01 Andalucia,Vivienda nueva,Índice,2022T4,164.477,2022-10-01,2022,10,4
01 Andalucia,Vivienda nueva,Índice,2022T3,158.385,2022-07-01,2022,7,3
01 Andalucia,Vivienda nueva,Índice,2022T2,156.989,2022-04-01,2022,4,2
01 Andalucia,Vivienda nueva,Índice,2022T1,156.363,2022-01-01,2022,1,1
01 Andalucia,Vivienda nueva,Índice,2021T4,151.316,2021-10-01,2021,10,4
01 Andalucia,Vivienda nueva,Índice,2021T3,148.697,2021-07-01,2021,7,3
01 Andalucia,Vivienda nueva,Índice,2021T2,141.129,2021-04-01,2021,4,2
01 Andalucia,Vivienda nueva,Índice,2021T1,138.982,2021-01-01,2021,1,1
01 Andalucia,Vivienda nueva,Índice,2020T4,140.672,2020-10-01,2020,10,4
01 Andalucia,Vivienda nueva,Índice,2020T3,138.942,2020-07-01,2020,7,3
01 Andalucia,Vivienda nueva,Índice,2020T2,133.607,2020-04-01,2020,4,2
01 Andalucia,Vivienda nueva,Índice,2020T1,130.88,2020-01-01,2020,1,1
01 Andalucia,Vivienda nueva,Índice,2019T4,128.593,2019-10-01,2019,10,4
01 Andalucia,Vivienda nueva,Índice,2019T3,131.319,2019-07-01,2019,7,3
01 Andalucia,Vivienda nueva,Índice,2019T2,125.02,2019-04-01,2019,4,2
01 Andalucia,Vivienda nueva,Índice,2019T1,121.873,2019-01-01,2019,1,1
01 Andalucia,Vivienda nueva,Índice,2018T4,120.724,2018-10-01,2018,10,4
01 Andalucia,Vivienda nueva,Índice,2018T3,120.063,2018-07-01,2018,7,3
01 Andalucia,Vivienda nueva,Índice,2018T2,116.144,2018-04-01,2018,4,2
01 Andalucia,Vivienda nueva,Índice,2018T1,113.862,2018-01-01,2018,1,1
01 Andalucia,Vivienda nueva,Índice,2017T4,112.82,2017-10-01,2017,10,4
01 Andalucia,Vivienda nueva,Índice,2017T3,112.577,2017-07-01,2017,7,3
01 Andalucia,Vivienda nueva,Índice,2017T2,111.232,2017-04-01,2017,4,2
01 Andalucia,Vivienda nueva,Índice,2017T1,109.118,2017-01-01,2017,1,1
01 Andalucia,Vivienda nueva,Índice,2016T4,106.75,2016-10-01,2016,10,4
01 Andalucia,Vivienda nueva,Índice,2016T3,107.653,2016-07-01,2016,7,3
01 Andalucia,Vivienda nueva,Índice,2016T2,109.103,2016-04-01,2016,4,2
01 Andalucia,Vivienda nueva,Índice,2016T1,104.833,2016-01-01,2016,1,1
01 Andalucia,Vivienda nueva,Índice,2015T4,102.005,2015-10-01,2015,10,4
01 Andalucia,Vivienda nueva,Índice,2015T3,100.156,2015-07-01,2015,7,3
01 Andalucia,Vivienda nueva,Índice,2015T2,100.469,2015-04-01,2015,4,2
01 Andalucia,Vivienda nueva,Índice,2015T1,97.371,2015-01-01,2015,1,1
01 Andalucia,Vivienda nueva,Índice,2014T4,95.789,2014-10-01,2014,10,4
01 Andalucia,Vivienda nueva,Índice,2014T3,95.366,2014-07-01,2014,7,3
01 Andalucia,Vivienda nueva,Índice,2014T2,94.562,2014-04-01,2014,4,2
01 Andalucia,Vivienda nueva,Índice,2014T1,93.643,2014-01-01,2014,1,1
01 Andalucia,Vivienda nueva,Índice,2013T4,93.33,2013-10-01,2013,10,4
01 Andalucia,Vivienda nueva,Índice,2013T3,93.591,2013-07-01,2013,7,3
01 Andalucia,Vivienda nueva,Índice,2013T2,92.34,2013-04-01,2013,4,2
