comunidades_y_ciudades_autónomas,tipo_vivienda,tipo_indicador,periodo,total,fecha,año,mes,trimestre
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2011T2,-4.5,2011-04-01,2011,4,2
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2011T1,-1.9,2011-01-01,2011,1,1
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2010T4,-6.8,2010-10-01,2010,10,4
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2010T3,-7.1,2010-07-01,2010,7,3
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2010T2,-4.8,2010-04-01,2010,4,2
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2010T1,-4.0,2010-01-01,2010,1,1
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2009T4,-8.7,2009-10-01,2009,10,4
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2009T3,-7.8,2009-07-01,2009,7,3
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2009T2,-4.9,2009-04-01,2009,4,2
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2009T1,-4.1,2009-01-01,2009,1,1
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2008T4,-1.0,2008-10-01,2008,10,4
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2008T3,-0.2,2008-07-01,2008,7,3
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2008T2,2.5,2008-04-01,2008,4,2
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2008T1,0.2,2008-01-01,2008,1,1
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2007T4,4.8,2007-10-01,2007,10,4
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2007T3,4.9,2007-07-01,2007,7,3
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2007T2,2.8,2007-04-01,2007,4,2
"15 Navarra, Comunidad Foral De",Vivienda nueva,Variación en lo que va de año,2007T1,1.2,2007-01-01,2007,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2025T1,145.513,2025-01-01,2025,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2024T4,140.98,2024-10-01,2024,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2024T3,140.498,2024-07-01,2024,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2024T2,136.148,2024-04-01,2024,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2024T1,131.536,2024-01-01,2024,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2023T4,127.149,2023-10-01,2023,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2023T3,129.443,2023-07-01,2023,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2023T2,126.004,2023-04-01,2023,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2023T1,125.22,2023-01-01,2023,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2022T4,123.5,2022-10-01,2022,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2022T3,123.375,2022-07-01,2022,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2022T2,122.794,2022-04-01,2022,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2022T1,120.038,2022-01-01,2022,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2021T4,115.79,2021-10-01,2021,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2021T3,115.483,2021-07-01,2021,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2021T2,113.601,2021-04-01,2021,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2021T1,111.044,2021-01-01,2021,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2020T4,108.786,2020-10-01,2020,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2020T3,109.212,2020-07-01,2020,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2020T2,110.597,2020-04-01,2020,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2020T1,109.681,2020-01-01,2020,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2019T4,110.001,2019-10-01,2019,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2019T3,110.558,2019-07-01,2019,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2019T2,109.818,2019-04-01,2019,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2019T1,107.222,2019-01-01,2019,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2018T4,106.138,2018-10-01,2018,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2018T3,107.916,2018-07-01,2018,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2018T2,106.928,2018-04-01,2018,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2018T1,104.104,2018-01-01,2018,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2017T4,103.637,2017-10-01,2017,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2017T3,103.775,2017-07-01,2017,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2017T2,103.27,2017-04-01,2017,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2017T1,102.253,2017-01-01,2017,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2016T4,101.617,2016-10-01,2016,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2016T3,101.205,2016-07-01,2016,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2016T2,100.219,2016-04-01,2016,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2016T1,100.228,2016-01-01,2016,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2015T4,99.898,2015-10-01,2015,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2015T3,100.762,2015-07-01,2015,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2015T2,101.109,2015-04-01,2015,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2015T1,98.232,2015-01-01,2015,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2014T4,99.859,2014-10-01,2014,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2014T3,98.939,2014-07-01,2014,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2014T2,101.943,2014-04-01,2014,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2014T1,100.923,2014-01-01,2014,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2013T4,104.088,2013-10-01,2013,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2013T3,105.902,2013-07-01,2013,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2013T2,109.403,2013-04-01,2013,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2013T1,108.298,2013-01-01,2013,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2012T4,117.064,2012-10-01,2012,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2012T3,119.569,2012-07-01,2012,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2012T2,124.007,2012-04-01,2012,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2012T1,124.728,2012-01-01,2012,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2011T4,136.731,2011-10-01,2011,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2011T3,142.042,2011-07-01,2011,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2011T2,147.481,2011-04-01,2011,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2011T1,147.114,2011-01-01,2011,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2010T4,156.661,2010-10-01,2010,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2010T3,156.472,2010-07-01,2010,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2010T2,162.472,2010-04-01,2010,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2010T1,160.903,2010-01-01,2010,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2009T4,163.295,2009-10-01,2009,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2009T3,162.398,2009-07-01,2009,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2009T2,164.92,2009-04-01,2009,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2009T1,165.853,2009-01-01,2009,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2008T4,176.694,2008-10-01,2008,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2008T3,185.611,2008-07-01,2008,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2008T2,196.88,2008-04-01,2008,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2008T1,200.462,2008-01-01,2008,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2007T4,201.45,2007-10-01,2007,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2007T3,211.263,2007-07-01,2007,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2007T2,206.996,2007-04-01,2007,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Índice,2007T1,206.482,2007-01-01,2007,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2025T1,3.2,2025-01-01,2025,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2024T4,0.3,2024-10-01,2024,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2024T3,3.2,2024-07-01,2024,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2024T2,3.5,2024-04-01,2024,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2024T1,3.4,2024-01-01,2024,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2023T4,-1.8,2023-10-01,2023,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2023T3,2.7,2023-07-01,2023,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2023T2,0.6,2023-04-01,2023,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2023T1,1.4,2023-01-01,2023,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2022T4,0.1,2022-10-01,2022,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2022T3,0.5,2022-07-01,2022,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2022T2,2.3,2022-04-01,2022,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2022T1,3.7,2022-01-01,2022,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2021T4,0.3,2021-10-01,2021,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2021T3,1.7,2021-07-01,2021,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2021T2,2.3,2021-04-01,2021,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2021T1,2.1,2021-01-01,2021,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2020T4,-0.4,2020-10-01,2020,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2020T3,-1.3,2020-07-01,2020,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2020T2,0.8,2020-04-01,2020,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2020T1,-0.3,2020-01-01,2020,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2019T4,-0.5,2019-10-01,2019,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2019T3,0.7,2019-07-01,2019,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2019T2,2.4,2019-04-01,2019,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2019T1,1.0,2019-01-01,2019,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2018T4,-1.6,2018-10-01,2018,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2018T3,0.9,2018-07-01,2018,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2018T2,2.7,2018-04-01,2018,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2018T1,0.5,2018-01-01,2018,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2017T4,-0.1,2017-10-01,2017,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2017T3,0.5,2017-07-01,2017,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2017T2,1.0,2017-04-01,2017,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2017T1,0.6,2017-01-01,2017,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2016T4,0.4,2016-10-01,2016,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2016T3,1.0,2016-07-01,2016,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2016T2,0.0,2016-04-01,2016,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2016T1,0.3,2016-01-01,2016,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2015T4,-0.9,2015-10-01,2015,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2015T3,-0.3,2015-07-01,2015,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2015T2,2.9,2015-04-01,2015,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2015T1,-1.6,2015-01-01,2015,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2014T4,0.9,2014-10-01,2014,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2014T3,-2.9,2014-07-01,2014,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2014T2,1.0,2014-04-01,2014,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2014T1,-3.0,2014-01-01,2014,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2013T4,-1.7,2013-10-01,2013,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2013T3,-3.2,2013-07-01,2013,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2013T2,1.0,2013-04-01,2013,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2013T1,-7.5,2013-01-01,2013,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2012T4,-2.1,2012-10-01,2012,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2012T3,-3.6,2012-07-01,2012,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2012T2,-0.6,2012-04-01,2012,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2012T1,-8.8,2012-01-01,2012,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2011T4,-3.7,2011-10-01,2011,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2011T3,-3.7,2011-07-01,2011,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2011T2,0.2,2011-04-01,2011,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2011T1,-6.1,2011-01-01,2011,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2010T4,0.1,2010-10-01,2010,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2010T3,-3.7,2010-07-01,2010,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2010T2,1.0,2010-04-01,2010,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2010T1,-1.5,2010-01-01,2010,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2009T4,0.6,2009-10-01,2009,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2009T3,-1.5,2009-07-01,2009,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2009T2,-0.6,2009-04-01,2009,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2009T1,-6.1,2009-01-01,2009,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2008T4,-4.8,2008-10-01,2008,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2008T3,-5.7,2008-07-01,2008,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2008T2,-1.8,2008-04-01,2008,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2008T1,-0.5,2008-01-01,2008,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2007T4,-4.6,2007-10-01,2007,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2007T3,2.1,2007-07-01,2007,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2007T2,0.2,2007-04-01,2007,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación trimestral,2007T1,0.1,2007-01-01,2007,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2025T1,10.6,2025-01-01,2025,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2024T4,10.9,2024-10-01,2024,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2024T3,8.5,2024-07-01,2024,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2024T2,8.1,2024-04-01,2024,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2024T1,5.0,2024-01-01,2024,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2023T4,3.0,2023-10-01,2023,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2023T3,4.9,2023-07-01,2023,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2023T2,2.6,2023-04-01,2023,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2023T1,4.3,2023-01-01,2023,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2022T4,6.7,2022-10-01,2022,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2022T3,6.8,2022-07-01,2022,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2022T2,8.1,2022-04-01,2022,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2022T1,8.1,2022-01-01,2022,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2021T4,6.4,2021-10-01,2021,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2021T3,5.7,2021-07-01,2021,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2021T2,2.7,2021-04-01,2021,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2021T1,1.2,2021-01-01,2021,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2020T4,-1.1,2020-10-01,2020,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2020T3,-1.2,2020-07-01,2020,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2020T2,0.7,2020-04-01,2020,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2020T1,2.3,2020-01-01,2020,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2019T4,3.6,2019-10-01,2019,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2019T3,2.4,2019-07-01,2019,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2019T2,2.7,2019-04-01,2019,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2019T1,3.0,2019-01-01,2019,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2018T4,2.4,2018-10-01,2018,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2018T3,4.0,2018-07-01,2018,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2018T2,3.5,2018-04-01,2018,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2018T1,1.8,2018-01-01,2018,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2017T4,2.0,2017-10-01,2017,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2017T3,2.5,2017-07-01,2017,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2017T2,3.0,2017-04-01,2017,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2017T1,2.0,2017-01-01,2017,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2016T4,1.7,2016-10-01,2016,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2016T3,0.4,2016-07-01,2016,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2016T2,-0.9,2016-04-01,2016,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2016T1,2.0,2016-01-01,2016,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2015T4,0.0,2015-10-01,2015,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2015T3,1.8,2015-07-01,2015,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2015T2,-0.8,2015-04-01,2015,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2015T1,-2.7,2015-01-01,2015,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2014T4,-4.1,2014-10-01,2014,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2014T3,-6.6,2014-07-01,2014,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2014T2,-6.8,2014-04-01,2014,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2014T1,-6.8,2014-01-01,2014,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2013T4,-11.1,2013-10-01,2013,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2013T3,-11.4,2013-07-01,2013,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2013T2,-11.8,2013-04-01,2013,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2013T1,-13.2,2013-01-01,2013,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2012T4,-14.4,2012-10-01,2012,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2012T3,-15.8,2012-07-01,2012,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2012T2,-15.9,2012-04-01,2012,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2012T1,-15.2,2012-01-01,2012,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2011T4,-12.7,2011-10-01,2011,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2011T3,-9.2,2011-07-01,2011,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2011T2,-9.2,2011-04-01,2011,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2011T1,-8.6,2011-01-01,2011,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2010T4,-4.1,2010-10-01,2010,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2010T3,-3.6,2010-07-01,2010,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2010T2,-1.5,2010-04-01,2010,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2010T1,-3.0,2010-01-01,2010,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2009T4,-7.6,2009-10-01,2009,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2009T3,-12.5,2009-07-01,2009,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2009T2,-16.2,2009-04-01,2009,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2009T1,-17.3,2009-01-01,2009,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2008T4,-12.3,2008-10-01,2008,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2008T3,-12.1,2008-07-01,2008,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2008T2,-4.9,2008-04-01,2008,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2008T1,-2.9,2008-01-01,2008,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2007T4,-2.3,2007-10-01,2007,10,4
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2007T3,7.1,2007-07-01,2007,7,3
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2007T2,6.0,2007-04-01,2007,4,2
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación anual,2007T1,11.2,2007-01-01,2007,1,1
"15 Navarra, Comunidad Foral De",Vivienda segunda mano,Variación en lo que va de año,2025T1,3.2,2025-01-01,2025,1,1
