comunidades_y_ciudades_autónomas,superficie_util,tamaño_hogar,año,total,estimado
06 Cantabria,Más de 150 m2,Total,2020,37.9,False
06 Cantabria,Más de 150 m2,Total,2019,27.4,False
06 Cantabria,Más de 150 m2,Total,2018,30.1,False
06 Cantabria,Más de 150 m2,Total,2017,24.4,False
06 Cantabria,Más de 150 m2,Total,2016,26.3,False
06 Cantabria,Más de 150 m2,Total,2015,24.7,False
06 Cantabria,Más de 150 m2,Total,2014,24.9,False
06 Cantabria,Más de 150 m2,Total,2013,29.9,False
06 Cantabria,Más de 150 m2,1 persona,2020,6.7,False
06 Cantabria,Más de 150 m2,1 persona,2019,4.6,False
06 Cantabria,Más de 150 m2,1 persona,2018,5.5,False
06 Cantabria,Más de 150 m2,1 persona,2017,4.2,False
06 Cantabria,Más de 150 m2,1 persona,2016,4.9,False
06 Cantabria,Más de 150 m2,1 persona,2015,4.3,False
06 Cantabria,Más de 150 m2,1 persona,2014,5.0,False
06 Cantabria,Más de 150 m2,1 persona,2013,3.6,False
06 Cantabria,Más de 150 m2,2 personas,2020,9.8,False
06 Cantabria,Más de 150 m2,2 personas,2019,9.0,False
06 Cantabria,Más de 150 m2,2 personas,2018,7.3,False
06 Cantabria,Más de 150 m2,2 personas,2017,6.3,False
06 Cantabria,Más de 150 m2,2 personas,2016,7.3,False
06 Cantabria,Más de 150 m2,2 personas,2015,5.8,False
06 Cantabria,Más de 150 m2,2 personas,2014,7.1,False
06 Cantabria,Más de 150 m2,2 personas,2013,10.1,False
06 Cantabria,Más de 150 m2,3 personas,2020,9.0,False
06 Cantabria,Más de 150 m2,3 personas,2019,5.3,False
06 Cantabria,Más de 150 m2,3 personas,2018,6.7,False
06 Cantabria,Más de 150 m2,3 personas,2017,6.0,False
06 Cantabria,Más de 150 m2,3 personas,2016,5.0,False
06 Cantabria,Más de 150 m2,3 personas,2015,7.0,False
06 Cantabria,Más de 150 m2,3 personas,2014,4.2,False
06 Cantabria,Más de 150 m2,3 personas,2013,5.8,False
06 Cantabria,Más de 150 m2,4 personas,2020,9.0,False
06 Cantabria,Más de 150 m2,4 personas,2019,5.8,False
06 Cantabria,Más de 150 m2,4 personas,2018,8.3,False
06 Cantabria,Más de 150 m2,4 personas,2017,5.9,False
06 Cantabria,Más de 150 m2,4 personas,2016,7.9,False
06 Cantabria,Más de 150 m2,4 personas,2015,5.5,False
06 Cantabria,Más de 150 m2,4 personas,2014,6.2,False
06 Cantabria,Más de 150 m2,4 personas,2013,7.5,False
06 Cantabria,Más de 150 m2,5 personas,2020,2.2,False
06 Cantabria,Más de 150 m2,5 personas,2019,2.1,False
06 Cantabria,Más de 150 m2,5 personas,2018,1.5,False
06 Cantabria,Más de 150 m2,5 personas,2017,1.8,False
06 Cantabria,Más de 150 m2,5 personas,2016,0.9,False
06 Cantabria,Más de 150 m2,5 personas,2015,1.9,False
06 Cantabria,Más de 150 m2,5 personas,2014,1.6,False
06 Cantabria,Más de 150 m2,5 personas,2013,2.0,False
06 Cantabria,Más de 150 m2,6 personas,2020,0.9,False
06 Cantabria,Más de 150 m2,6 personas,2019,0.4,False
06 Cantabria,Más de 150 m2,6 personas,2018,0.7,False
06 Cantabria,Más de 150 m2,6 personas,2017,0.1,False
06 Cantabria,Más de 150 m2,6 personas,2016,0.2,False
06 Cantabria,Más de 150 m2,6 personas,2015,0.3,False
06 Cantabria,Más de 150 m2,6 personas,2013,0.8,False
06 Cantabria,Más de 150 m2,7 personas,2020,0.3,False
06 Cantabria,Más de 150 m2,7 personas,2019,0.1,False
06 Cantabria,Más de 150 m2,7 personas,2018,0.1,False
06 Cantabria,Más de 150 m2,7 personas,2017,0.1,False
06 Cantabria,Más de 150 m2,7 personas,2014,0.6,False
06 Cantabria,Más de 150 m2,7 personas,2013,0.2,False
06 Cantabria,Más de 150 m2,8 personas o más,2020,0.1,False
06 Cantabria,Más de 150 m2,8 personas o más,2019,0.1,False
06 Cantabria,Más de 150 m2,8 personas o más,2017,0.1,False
06 Cantabria,Más de 150 m2,8 personas o más,2016,0.0,False
07 Castilla Y Leon,Total,Total,2020,1020.5,False
07 Castilla Y Leon,Total,Total,2019,1018.9,False
07 Castilla Y Leon,Total,Total,2018,1015.5,False
07 Castilla Y Leon,Total,Total,2017,1019.0,False
07 Castilla Y Leon,Total,Total,2016,1023.2,False
07 Castilla Y Leon,Total,Total,2015,1028.0,False
07 Castilla Y Leon,Total,Total,2014,1030.7,False
07 Castilla Y Leon,Total,Total,2013,1031.3,False
07 Castilla Y Leon,Total,1 persona,2020,307.9,False
07 Castilla Y Leon,Total,1 persona,2019,301.9,False
07 Castilla Y Leon,Total,1 persona,2018,297.7,False
07 Castilla Y Leon,Total,1 persona,2017,295.5,False
07 Castilla Y Leon,Total,1 persona,2016,294.2,False
07 Castilla Y Leon,Total,1 persona,2015,292.9,False
07 Castilla Y Leon,Total,1 persona,2014,289.7,False
07 Castilla Y Leon,Total,1 persona,2013,283.4,False
07 Castilla Y Leon,Total,2 personas,2020,330.2,False
07 Castilla Y Leon,Total,2 personas,2019,329.9,False
07 Castilla Y Leon,Total,2 personas,2018,329.2,False
07 Castilla Y Leon,Total,2 personas,2017,329.6,False
07 Castilla Y Leon,Total,2 personas,2016,330.5,False
07 Castilla Y Leon,Total,2 personas,2015,331.7,False
07 Castilla Y Leon,Total,2 personas,2014,332.3,False
07 Castilla Y Leon,Total,2 personas,2013,331.4,False
07 Castilla Y Leon,Total,3 personas,2020,198.9,False
07 Castilla Y Leon,Total,3 personas,2019,200.7,False
07 Castilla Y Leon,Total,3 personas,2018,201.1,False
07 Castilla Y Leon,Total,3 personas,2017,203.4,False
07 Castilla Y Leon,Total,3 personas,2016,205.5,False
07 Castilla Y Leon,Total,3 personas,2015,207.6,False
07 Castilla Y Leon,Total,3 personas,2014,209.1,False
07 Castilla Y Leon,Total,3 personas,2013,211.2,False
07 Castilla Y Leon,Total,4 personas,2020,148.8,False
07 Castilla Y Leon,Total,4 personas,2019,151.1,False
07 Castilla Y Leon,Total,4 personas,2018,150.6,False
07 Castilla Y Leon,Total,4 personas,2017,153.0,False
07 Castilla Y Leon,Total,4 personas,2016,154.8,False
07 Castilla Y Leon,Total,4 personas,2015,156.6,False
07 Castilla Y Leon,Total,4 personas,2014,159.0,False
07 Castilla Y Leon,Total,4 personas,2013,162.7,False
07 Castilla Y Leon,Total,5 personas,2020,31.4,False
07 Castilla Y Leon,Total,5 personas,2019,31.7,False
07 Castilla Y Leon,Total,5 personas,2018,29.7,False
07 Castilla Y Leon,Total,5 personas,2017,31.6,False
07 Castilla Y Leon,Total,5 personas,2016,31.1,False
07 Castilla Y Leon,Total,5 personas,2015,30.9,False
07 Castilla Y Leon,Total,5 personas,2014,31.6,False
07 Castilla Y Leon,Total,5 personas,2013,34.0,False
07 Castilla Y Leon,Total,6 personas,2020,2.8,False
07 Castilla Y Leon,Total,6 personas,2019,3.5,False
07 Castilla Y Leon,Total,6 personas,2018,4.6,False
07 Castilla Y Leon,Total,6 personas,2017,5.1,False
07 Castilla Y Leon,Total,6 personas,2016,4.4,False
07 Castilla Y Leon,Total,6 personas,2015,5.8,False
07 Castilla Y Leon,Total,6 personas,2014,7.0,False
07 Castilla Y Leon,Total,6 personas,2013,5.2,False
07 Castilla Y Leon,Total,7 personas,2020,0.5,False
07 Castilla Y Leon,Total,7 personas,2019,0.1,False
07 Castilla Y Leon,Total,7 personas,2018,1.5,False
07 Castilla Y Leon,Total,7 personas,2017,0.7,False
07 Castilla Y Leon,Total,7 personas,2016,1.7,False
07 Castilla Y Leon,Total,7 personas,2015,1.9,False
07 Castilla Y Leon,Total,7 personas,2014,1.7,False
07 Castilla Y Leon,Total,7 personas,2013,2.7,False
07 Castilla Y Leon,Total,8 personas o más,2019,0.1,False
07 Castilla Y Leon,Total,8 personas o más,2018,1.1,False
07 Castilla Y Leon,Total,8 personas o más,2017,0.0,False
07 Castilla Y Leon,Total,8 personas o más,2016,1.0,False
07 Castilla Y Leon,Total,8 personas o más,2015,0.7,False
07 Castilla Y Leon,Total,8 personas o más,2014,0.4,False
07 Castilla Y Leon,Total,8 personas o más,2013,0.7,False
07 Castilla Y Leon,Menos de 46 m2,Total,2020,16.0,False
07 Castilla Y Leon,Menos de 46 m2,Total,2019,15.5,False
07 Castilla Y Leon,Menos de 46 m2,Total,2018,16.1,False
07 Castilla Y Leon,Menos de 46 m2,Total,2017,20.1,False
07 Castilla Y Leon,Menos de 46 m2,Total,2016,22.5,False
07 Castilla Y Leon,Menos de 46 m2,Total,2015,17.7,False
07 Castilla Y Leon,Menos de 46 m2,Total,2014,19.7,False
07 Castilla Y Leon,Menos de 46 m2,Total,2013,15.2,False
07 Castilla Y Leon,Menos de 46 m2,1 persona,2020,11.8,False
07 Castilla Y Leon,Menos de 46 m2,1 persona,2019,9.1,False
07 Castilla Y Leon,Menos de 46 m2,1 persona,2018,11.1,False
07 Castilla Y Leon,Menos de 46 m2,1 persona,2017,12.7,False
07 Castilla Y Leon,Menos de 46 m2,1 persona,2016,11.3,False
07 Castilla Y Leon,Menos de 46 m2,1 persona,2015,13.3,False
07 Castilla Y Leon,Menos de 46 m2,1 persona,2014,15.0,False
07 Castilla Y Leon,Menos de 46 m2,1 persona,2013,8.3,False
07 Castilla Y Leon,Menos de 46 m2,2 personas,2020,3.3,False
07 Castilla Y Leon,Menos de 46 m2,2 personas,2019,1.8,False
07 Castilla Y Leon,Menos de 46 m2,2 personas,2018,2.6,False
07 Castilla Y Leon,Menos de 46 m2,2 personas,2017,4.0,False
07 Castilla Y Leon,Menos de 46 m2,2 personas,2016,5.4,False
07 Castilla Y Leon,Menos de 46 m2,2 personas,2015,2.4,False
07 Castilla Y Leon,Menos de 46 m2,2 personas,2014,3.2,False
07 Castilla Y Leon,Menos de 46 m2,2 personas,2013,5.1,False
07 Castilla Y Leon,Menos de 46 m2,3 personas,2020,0.8,False
07 Castilla Y Leon,Menos de 46 m2,3 personas,2019,3.7,False
07 Castilla Y Leon,Menos de 46 m2,3 personas,2018,2.2,False
07 Castilla Y Leon,Menos de 46 m2,3 personas,2017,0.2,False
07 Castilla Y Leon,Menos de 46 m2,3 personas,2016,4.5,False
07 Castilla Y Leon,Menos de 46 m2,3 personas,2015,1.6,False
07 Castilla Y Leon,Menos de 46 m2,3 personas,2014,0.5,False
07 Castilla Y Leon,Menos de 46 m2,3 personas,2013,1.6,False
07 Castilla Y Leon,Menos de 46 m2,4 personas,2019,0.9,False
07 Castilla Y Leon,Menos de 46 m2,4 personas,2018,0.2,False
07 Castilla Y Leon,Menos de 46 m2,4 personas,2017,2.1,False
07 Castilla Y Leon,Menos de 46 m2,4 personas,2016,0.5,False
07 Castilla Y Leon,Menos de 46 m2,4 personas,2014,1.0,False
07 Castilla Y Leon,Menos de 46 m2,4 personas,2013,0.2,False
07 Castilla Y Leon,Menos de 46 m2,5 personas,2020,0.1,False
07 Castilla Y Leon,Menos de 46 m2,5 personas,2017,0.9,False
07 Castilla Y Leon,Menos de 46 m2,5 personas,2016,0.5,False
07 Castilla Y Leon,Menos de 46 m2,6 personas,2017,0.1,False
07 Castilla Y Leon,Menos de 46 m2,6 personas,2016,0.2,False
07 Castilla Y Leon,Menos de 46 m2,7 personas,2015,0.3,False
07 Castilla Y Leon,Menos de 46 m2,8 personas o más,2017,0.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,Total,2020,251.7,False
07 Castilla Y Leon,Entre 46 y 75 m2,Total,2019,271.4,False
07 Castilla Y Leon,Entre 46 y 75 m2,Total,2018,266.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,Total,2017,279.7,False
07 Castilla Y Leon,Entre 46 y 75 m2,Total,2016,275.2,False
07 Castilla Y Leon,Entre 46 y 75 m2,Total,2015,299.6,False
07 Castilla Y Leon,Entre 46 y 75 m2,Total,2014,271.7,False
07 Castilla Y Leon,Entre 46 y 75 m2,Total,2013,295.5,False
07 Castilla Y Leon,Entre 46 y 75 m2,1 persona,2020,108.2,False
07 Castilla Y Leon,Entre 46 y 75 m2,1 persona,2019,108.1,False
07 Castilla Y Leon,Entre 46 y 75 m2,1 persona,2018,97.6,False
07 Castilla Y Leon,Entre 46 y 75 m2,1 persona,2017,112.4,False
07 Castilla Y Leon,Entre 46 y 75 m2,1 persona,2016,104.8,False
07 Castilla Y Leon,Entre 46 y 75 m2,1 persona,2015,113.6,False
07 Castilla Y Leon,Entre 46 y 75 m2,1 persona,2014,106.2,False
07 Castilla Y Leon,Entre 46 y 75 m2,1 persona,2013,107.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,2 personas,2020,75.1,False
07 Castilla Y Leon,Entre 46 y 75 m2,2 personas,2019,77.6,False
07 Castilla Y Leon,Entre 46 y 75 m2,2 personas,2018,82.6,False
07 Castilla Y Leon,Entre 46 y 75 m2,2 personas,2017,83.1,False
07 Castilla Y Leon,Entre 46 y 75 m2,2 personas,2016,81.4,False
07 Castilla Y Leon,Entre 46 y 75 m2,2 personas,2015,97.8,False
07 Castilla Y Leon,Entre 46 y 75 m2,2 personas,2014,85.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,2 personas,2013,89.4,False
07 Castilla Y Leon,Entre 46 y 75 m2,3 personas,2020,39.9,False
07 Castilla Y Leon,Entre 46 y 75 m2,3 personas,2019,50.8,False
07 Castilla Y Leon,Entre 46 y 75 m2,3 personas,2018,53.3,False
07 Castilla Y Leon,Entre 46 y 75 m2,3 personas,2017,45.3,False
07 Castilla Y Leon,Entre 46 y 75 m2,3 personas,2016,51.3,False
07 Castilla Y Leon,Entre 46 y 75 m2,3 personas,2015,52.5,False
07 Castilla Y Leon,Entre 46 y 75 m2,3 personas,2014,47.9,False
07 Castilla Y Leon,Entre 46 y 75 m2,3 personas,2013,56.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,4 personas,2020,21.5,False
07 Castilla Y Leon,Entre 46 y 75 m2,4 personas,2019,31.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,4 personas,2018,25.9,False
07 Castilla Y Leon,Entre 46 y 75 m2,4 personas,2017,32.8,False
07 Castilla Y Leon,Entre 46 y 75 m2,4 personas,2016,32.1,False
07 Castilla Y Leon,Entre 46 y 75 m2,4 personas,2015,27.5,False
07 Castilla Y Leon,Entre 46 y 75 m2,4 personas,2014,25.2,False
07 Castilla Y Leon,Entre 46 y 75 m2,4 personas,2013,32.3,False
07 Castilla Y Leon,Entre 46 y 75 m2,5 personas,2020,6.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,5 personas,2019,3.2,False
07 Castilla Y Leon,Entre 46 y 75 m2,5 personas,2018,5.7,False
07 Castilla Y Leon,Entre 46 y 75 m2,5 personas,2017,4.8,False
07 Castilla Y Leon,Entre 46 y 75 m2,5 personas,2016,4.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,5 personas,2015,6.2,False
07 Castilla Y Leon,Entre 46 y 75 m2,5 personas,2014,6.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,5 personas,2013,8.2,False
07 Castilla Y Leon,Entre 46 y 75 m2,6 personas,2020,0.5,False
07 Castilla Y Leon,Entre 46 y 75 m2,6 personas,2019,0.6,False
07 Castilla Y Leon,Entre 46 y 75 m2,6 personas,2018,0.9,False
07 Castilla Y Leon,Entre 46 y 75 m2,6 personas,2017,1.2,False
07 Castilla Y Leon,Entre 46 y 75 m2,6 personas,2016,0.4,False
07 Castilla Y Leon,Entre 46 y 75 m2,6 personas,2015,1.5,False
07 Castilla Y Leon,Entre 46 y 75 m2,6 personas,2014,1.3,False
07 Castilla Y Leon,Entre 46 y 75 m2,6 personas,2013,2.1,False
07 Castilla Y Leon,Entre 46 y 75 m2,7 personas,2020,0.5,False
07 Castilla Y Leon,Entre 46 y 75 m2,7 personas,2019,0.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,7 personas,2017,0.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,7 personas,2016,0.7,False
07 Castilla Y Leon,Entre 46 y 75 m2,7 personas,2015,0.3,False
07 Castilla Y Leon,Entre 46 y 75 m2,7 personas,2014,0.1,False
07 Castilla Y Leon,Entre 46 y 75 m2,7 personas,2013,0.3,False
07 Castilla Y Leon,Entre 46 y 75 m2,8 personas o más,2017,0.0,False
07 Castilla Y Leon,Entre 46 y 75 m2,8 personas o más,2016,0.4,False
07 Castilla Y Leon,Entre 46 y 75 m2,8 personas o más,2015,0.3,False
07 Castilla Y Leon,Entre 46 y 75 m2,8 personas o más,2013,0.4,False
07 Castilla Y Leon,Entre 76 y 105 m2,Total,2020,436.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,Total,2019,429.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,Total,2018,455.5,False
07 Castilla Y Leon,Entre 76 y 105 m2,Total,2017,452.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,Total,2016,428.9,False
07 Castilla Y Leon,Entre 76 y 105 m2,Total,2015,406.8,False
07 Castilla Y Leon,Entre 76 y 105 m2,Total,2014,450.8,False
07 Castilla Y Leon,Entre 76 y 105 m2,Total,2013,435.0,False
07 Castilla Y Leon,Entre 76 y 105 m2,1 persona,2020,116.0,False
07 Castilla Y Leon,Entre 76 y 105 m2,1 persona,2019,110.4,False
07 Castilla Y Leon,Entre 76 y 105 m2,1 persona,2018,119.6,False
07 Castilla Y Leon,Entre 76 y 105 m2,1 persona,2017,109.3,False
07 Castilla Y Leon,Entre 76 y 105 m2,1 persona,2016,116.1,False
07 Castilla Y Leon,Entre 76 y 105 m2,1 persona,2015,103.9,False
07 Castilla Y Leon,Entre 76 y 105 m2,1 persona,2014,110.0,False
07 Castilla Y Leon,Entre 76 y 105 m2,1 persona,2013,106.1,False
07 Castilla Y Leon,Entre 76 y 105 m2,2 personas,2020,151.7,False
07 Castilla Y Leon,Entre 76 y 105 m2,2 personas,2019,148.3,False
07 Castilla Y Leon,Entre 76 y 105 m2,2 personas,2018,150.8,False
07 Castilla Y Leon,Entre 76 y 105 m2,2 personas,2017,151.0,False
07 Castilla Y Leon,Entre 76 y 105 m2,2 personas,2016,142.0,False
07 Castilla Y Leon,Entre 76 y 105 m2,2 personas,2015,134.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,2 personas,2014,150.7,False
07 Castilla Y Leon,Entre 76 y 105 m2,2 personas,2013,147.1,False
07 Castilla Y Leon,Entre 76 y 105 m2,3 personas,2020,87.8,False
07 Castilla Y Leon,Entre 76 y 105 m2,3 personas,2019,87.5,False
07 Castilla Y Leon,Entre 76 y 105 m2,3 personas,2018,95.1,False
07 Castilla Y Leon,Entre 76 y 105 m2,3 personas,2017,105.3,False
07 Castilla Y Leon,Entre 76 y 105 m2,3 personas,2016,89.7,False
07 Castilla Y Leon,Entre 76 y 105 m2,3 personas,2015,88.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,3 personas,2014,98.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,3 personas,2013,91.8,False
07 Castilla Y Leon,Entre 76 y 105 m2,4 personas,2020,65.7,False
07 Castilla Y Leon,Entre 76 y 105 m2,4 personas,2019,67.4,False
07 Castilla Y Leon,Entre 76 y 105 m2,4 personas,2018,77.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,4 personas,2017,72.7,False
07 Castilla Y Leon,Entre 76 y 105 m2,4 personas,2016,65.6,False
07 Castilla Y Leon,Entre 76 y 105 m2,4 personas,2015,65.9,False
07 Castilla Y Leon,Entre 76 y 105 m2,4 personas,2014,74.4,False
07 Castilla Y Leon,Entre 76 y 105 m2,4 personas,2013,71.8,False
07 Castilla Y Leon,Entre 76 y 105 m2,5 personas,2020,13.7,False
07 Castilla Y Leon,Entre 76 y 105 m2,5 personas,2019,14.1,False
07 Castilla Y Leon,Entre 76 y 105 m2,5 personas,2018,8.7,False
07 Castilla Y Leon,Entre 76 y 105 m2,5 personas,2017,12.1,False
07 Castilla Y Leon,Entre 76 y 105 m2,5 personas,2016,12.9,False
07 Castilla Y Leon,Entre 76 y 105 m2,5 personas,2015,12.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,5 personas,2014,13.1,False
07 Castilla Y Leon,Entre 76 y 105 m2,5 personas,2013,14.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,6 personas,2020,1.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,6 personas,2019,1.5,False
07 Castilla Y Leon,Entre 76 y 105 m2,6 personas,2018,3.1,False
07 Castilla Y Leon,Entre 76 y 105 m2,6 personas,2017,1.6,False
07 Castilla Y Leon,Entre 76 y 105 m2,6 personas,2016,1.4,False
07 Castilla Y Leon,Entre 76 y 105 m2,6 personas,2015,1.6,False
07 Castilla Y Leon,Entre 76 y 105 m2,6 personas,2014,3.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,6 personas,2013,2.1,False
07 Castilla Y Leon,Entre 76 y 105 m2,7 personas,2019,0.0,False
07 Castilla Y Leon,Entre 76 y 105 m2,7 personas,2018,0.5,False
07 Castilla Y Leon,Entre 76 y 105 m2,7 personas,2017,0.3,False
07 Castilla Y Leon,Entre 76 y 105 m2,7 personas,2016,0.6,False
07 Castilla Y Leon,Entre 76 y 105 m2,7 personas,2015,0.6,False
07 Castilla Y Leon,Entre 76 y 105 m2,7 personas,2014,0.8,False
07 Castilla Y Leon,Entre 76 y 105 m2,7 personas,2013,1.9,False
07 Castilla Y Leon,Entre 76 y 105 m2,8 personas o más,2019,0.1,False
07 Castilla Y Leon,Entre 76 y 105 m2,8 personas o más,2018,0.5,False
07 Castilla Y Leon,Entre 76 y 105 m2,8 personas o más,2016,0.6,False
07 Castilla Y Leon,Entre 76 y 105 m2,8 personas o más,2015,0.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,8 personas o más,2014,0.2,False
07 Castilla Y Leon,Entre 76 y 105 m2,8 personas o más,2013,0.2,False
07 Castilla Y Leon,Entre 106 y 150 m2,Total,2020,201.7,False
07 Castilla Y Leon,Entre 106 y 150 m2,Total,2019,187.3,False
07 Castilla Y Leon,Entre 106 y 150 m2,Total,2018,173.4,False
07 Castilla Y Leon,Entre 106 y 150 m2,Total,2017,176.6,False
07 Castilla Y Leon,Entre 106 y 150 m2,Total,2016,177.9,False
07 Castilla Y Leon,Entre 106 y 150 m2,Total,2015,176.5,False
07 Castilla Y Leon,Entre 106 y 150 m2,Total,2014,194.6,False
07 Castilla Y Leon,Entre 106 y 150 m2,Total,2013,182.4,False
07 Castilla Y Leon,Entre 106 y 150 m2,1 persona,2020,49.6,False
07 Castilla Y Leon,Entre 106 y 150 m2,1 persona,2019,49.2,False
07 Castilla Y Leon,Entre 106 y 150 m2,1 persona,2018,45.7,False
07 Castilla Y Leon,Entre 106 y 150 m2,1 persona,2017,41.7,False
07 Castilla Y Leon,Entre 106 y 150 m2,1 persona,2016,39.3,False
07 Castilla Y Leon,Entre 106 y 150 m2,1 persona,2015,39.4,False
07 Castilla Y Leon,Entre 106 y 150 m2,1 persona,2014,40.2,False
07 Castilla Y Leon,Entre 106 y 150 m2,1 persona,2013,42.7,False
07 Castilla Y Leon,Entre 106 y 150 m2,2 personas,2020,65.6,False
07 Castilla Y Leon,Entre 106 y 150 m2,2 personas,2019,59.9,False
07 Castilla Y Leon,Entre 106 y 150 m2,2 personas,2018,60.0,False
07 Castilla Y Leon,Entre 106 y 150 m2,2 personas,2017,63.1,False
07 Castilla Y Leon,Entre 106 y 150 m2,2 personas,2016,64.0,False
07 Castilla Y Leon,Entre 106 y 150 m2,2 personas,2015,58.6,False
07 Castilla Y Leon,Entre 106 y 150 m2,2 personas,2014,62.9,False
07 Castilla Y Leon,Entre 106 y 150 m2,2 personas,2013,56.6,False
07 Castilla Y Leon,Entre 106 y 150 m2,3 personas,2020,45.5,False
07 Castilla Y Leon,Entre 106 y 150 m2,3 personas,2019,34.2,False
07 Castilla Y Leon,Entre 106 y 150 m2,3 personas,2018,30.6,False
07 Castilla Y Leon,Entre 106 y 150 m2,3 personas,2017,35.3,False
07 Castilla Y Leon,Entre 106 y 150 m2,3 personas,2016,38.4,False
07 Castilla Y Leon,Entre 106 y 150 m2,3 personas,2015,37.2,False
07 Castilla Y Leon,Entre 106 y 150 m2,3 personas,2014,44.4,False
07 Castilla Y Leon,Entre 106 y 150 m2,3 personas,2013,38.1,False
07 Castilla Y Leon,Entre 106 y 150 m2,4 personas,2020,34.0,False
07 Castilla Y Leon,Entre 106 y 150 m2,4 personas,2019,33.6,False
07 Castilla Y Leon,Entre 106 y 150 m2,4 personas,2018,25.8,False
07 Castilla Y Leon,Entre 106 y 150 m2,4 personas,2017,27.1,False
07 Castilla Y Leon,Entre 106 y 150 m2,4 personas,2016,28.9,False
07 Castilla Y Leon,Entre 106 y 150 m2,4 personas,2015,33.4,False
07 Castilla Y Leon,Entre 106 y 150 m2,4 personas,2014,35.9,False
07 Castilla Y Leon,Entre 106 y 150 m2,4 personas,2013,37.4,False
07 Castilla Y Leon,Entre 106 y 150 m2,5 personas,2020,6.9,False
07 Castilla Y Leon,Entre 106 y 150 m2,5 personas,2019,9.0,False
07 Castilla Y Leon,Entre 106 y 150 m2,5 personas,2018,9.8,False
07 Castilla Y Leon,Entre 106 y 150 m2,5 personas,2017,7.9,False
07 Castilla Y Leon,Entre 106 y 150 m2,5 personas,2016,5.9,False
07 Castilla Y Leon,Entre 106 y 150 m2,5 personas,2015,6.4,False
07 Castilla Y Leon,Entre 106 y 150 m2,5 personas,2014,8.6,False
07 Castilla Y Leon,Entre 106 y 150 m2,5 personas,2013,6.2,False
07 Castilla Y Leon,Entre 106 y 150 m2,6 personas,2020,0.1,False
07 Castilla Y Leon,Entre 106 y 150 m2,6 personas,2019,1.2,False
07 Castilla Y Leon,Entre 106 y 150 m2,6 personas,2018,0.6,False
07 Castilla Y Leon,Entre 106 y 150 m2,6 personas,2017,1.2,False
07 Castilla Y Leon,Entre 106 y 150 m2,6 personas,2016,1.2,False
07 Castilla Y Leon,Entre 106 y 150 m2,6 personas,2015,1.0,False
07 Castilla Y Leon,Entre 106 y 150 m2,6 personas,2014,1.8,False
07 Castilla Y Leon,Entre 106 y 150 m2,6 personas,2013,0.8,False
07 Castilla Y Leon,Entre 106 y 150 m2,7 personas,2019,0.0,False
07 Castilla Y Leon,Entre 106 y 150 m2,7 personas,2018,0.7,False
07 Castilla Y Leon,Entre 106 y 150 m2,7 personas,2017,0.3,False
07 Castilla Y Leon,Entre 106 y 150 m2,7 personas,2015,0.3,False
07 Castilla Y Leon,Entre 106 y 150 m2,7 personas,2014,0.7,False
07 Castilla Y Leon,Entre 106 y 150 m2,7 personas,2013,0.5,False
07 Castilla Y Leon,Entre 106 y 150 m2,8 personas o más,2018,0.2,False
07 Castilla Y Leon,Entre 106 y 150 m2,8 personas o más,2015,0.2,False
07 Castilla Y Leon,Entre 106 y 150 m2,8 personas o más,2013,0.1,False
07 Castilla Y Leon,Más de 150 m2,Total,2020,114.8,False
07 Castilla Y Leon,Más de 150 m2,Total,2019,115.5,False
07 Castilla Y Leon,Más de 150 m2,Total,2018,104.4,False
07 Castilla Y Leon,Más de 150 m2,Total,2017,90.4,False
07 Castilla Y Leon,Más de 150 m2,Total,2016,118.6,False
07 Castilla Y Leon,Más de 150 m2,Total,2015,127.4,False
07 Castilla Y Leon,Más de 150 m2,Total,2014,93.9,False
07 Castilla Y Leon,Más de 150 m2,Total,2013,103.1,False
07 Castilla Y Leon,Más de 150 m2,1 persona,2020,22.2,False
07 Castilla Y Leon,Más de 150 m2,1 persona,2019,25.1,False
07 Castilla Y Leon,Más de 150 m2,1 persona,2018,23.6,False
07 Castilla Y Leon,Más de 150 m2,1 persona,2017,19.4,False
07 Castilla Y Leon,Más de 150 m2,1 persona,2016,22.7,False
