Comunidades y Ciudades Autónomas,Tipo Vivienda,Tipo Indicador,Periodo,Total
11 Extremadura,General,Índice,2018T2,104.122
11 Extremadura,General,Índice,2018T1,102.388
11 Extremadura,General,Índice,2017T4,101.075
11 Extremadura,General,Índice,2017T3,102.398
11 Extremadura,General,Índice,2017T2,101.886
11 Extremadura,General,Índice,2017T1,102.04
11 Extremadura,General,Índice,2016T4,100.885
11 Extremadura,General,Índice,2016T3,102.371
11 Extremadura,General,Índice,2016T2,101.524
11 Extremadura,General,Índice,2016T1,100.939
11 Extremadura,General,Índice,2015T4,100.094
11 Extremadura,General,Índice,2015T3,100.398
11 Extremadura,General,Índice,2015T2,100.233
11 Extremadura,General,Índice,2015T1,99.275
11 Extremadura,General,Índice,2014T4,97.574
11 Extremadura,General,Índice,2014T3,97.16
11 Extremadura,General,Índice,2014T2,99.326
11 Extremadura,General,Índice,2014T1,98.443
11 Extremadura,General,Índice,2013T4,98.279
11 Extremadura,General,Índice,2013T3,101.848
11 Extremadura,General,Índice,2013T2,102.923
11 Extremadura,General,Índice,2013T1,106.375
11 Extremadura,General,Índice,2012T4,116.527
11 Extremadura,General,Índice,2012T3,118.487
11 Extremadura,General,Índice,2012T2,122.018
11 Extremadura,General,Índice,2012T1,123.23
11 Extremadura,General,Índice,2011T4,127.53
11 Extremadura,General,Índice,2011T3,131.29
11 Extremadura,General,Índice,2011T2,131.731
11 Extremadura,General,Índice,2011T1,132.502
11 Extremadura,General,Índice,2010T4,138.621
11 Extremadura,General,Índice,2010T3,137.766
11 Extremadura,General,Índice,2010T2,142.948
11 Extremadura,General,Índice,2010T1,137.657
11 Extremadura,General,Índice,2009T4,136.367
11 Extremadura,General,Índice,2009T3,138.991
11 Extremadura,General,Índice,2009T2,138.829
11 Extremadura,General,Índice,2009T1,134.852
11 Extremadura,General,Índice,2008T4,133.827
11 Extremadura,General,Índice,2008T3,139.199
11 Extremadura,General,Índice,2008T2,140.231
11 Extremadura,General,Índice,2008T1,137.882
11 Extremadura,General,Índice,2007T4,136.545
11 Extremadura,General,Índice,2007T3,135.214
11 Extremadura,General,Índice,2007T2,133.609
11 Extremadura,General,Índice,2007T1,128.926
11 Extremadura,General,Variación trimestral,2025T1,3.9
11 Extremadura,General,Variación trimestral,2024T4,0.6
11 Extremadura,General,Variación trimestral,2024T3,2.6
11 Extremadura,General,Variación trimestral,2024T2,3.5
11 Extremadura,General,Variación trimestral,2024T1,2.2
11 Extremadura,General,Variación trimestral,2023T4,-0.2
11 Extremadura,General,Variación trimestral,2023T3,0.6
11 Extremadura,General,Variación trimestral,2023T2,3.0
11 Extremadura,General,Variación trimestral,2023T1,-1.2
11 Extremadura,General,Variación trimestral,2022T4,-1.3
11 Extremadura,General,Variación trimestral,2022T3,1.3
11 Extremadura,General,Variación trimestral,2022T2,2.3
11 Extremadura,General,Variación trimestral,2022T1,0.5
11 Extremadura,General,Variación trimestral,2021T4,2.2
11 Extremadura,General,Variación trimestral,2021T3,0.2
11 Extremadura,General,Variación trimestral,2021T2,3.8
11 Extremadura,General,Variación trimestral,2021T1,-1.4
11 Extremadura,General,Variación trimestral,2020T4,0.3
11 Extremadura,General,Variación trimestral,2020T3,-1.0
11 Extremadura,General,Variación trimestral,2020T2,1.9
11 Extremadura,General,Variación trimestral,2020T1,-0.8
11 Extremadura,General,Variación trimestral,2019T4,-0.2
11 Extremadura,General,Variación trimestral,2019T3,0.3
11 Extremadura,General,Variación trimestral,2019T2,1.0
11 Extremadura,General,Variación trimestral,2019T1,1.1
11 Extremadura,General,Variación trimestral,2018T4,-0.9
11 Extremadura,General,Variación trimestral,2018T3,0.5
11 Extremadura,General,Variación trimestral,2018T2,1.7
11 Extremadura,General,Variación trimestral,2018T1,1.3
11 Extremadura,General,Variación trimestral,2017T4,-1.3
11 Extremadura,General,Variación trimestral,2017T3,0.5
11 Extremadura,General,Variación trimestral,2017T2,-0.2
11 Extremadura,General,Variación trimestral,2017T1,1.1
11 Extremadura,General,Variación trimestral,2016T4,-1.5
11 Extremadura,General,Variación trimestral,2016T3,0.8
11 Extremadura,General,Variación trimestral,2016T2,0.6
11 Extremadura,General,Variación trimestral,2016T1,0.8
11 Extremadura,General,Variación trimestral,2015T4,-0.3
11 Extremadura,General,Variación trimestral,2015T3,0.2
11 Extremadura,General,Variación trimestral,2015T2,1.0
11 Extremadura,General,Variación trimestral,2015T1,1.7
11 Extremadura,General,Variación trimestral,2014T4,0.4
11 Extremadura,General,Variación trimestral,2014T3,-2.2
11 Extremadura,General,Variación trimestral,2014T2,0.9
11 Extremadura,General,Variación trimestral,2014T1,0.2
11 Extremadura,General,Variación trimestral,2013T4,-3.5
11 Extremadura,General,Variación trimestral,2013T3,-1.0
11 Extremadura,General,Variación trimestral,2013T2,-3.2
11 Extremadura,General,Variación trimestral,2013T1,-8.7
11 Extremadura,General,Variación trimestral,2012T4,-1.7
11 Extremadura,General,Variación trimestral,2012T3,-2.9
11 Extremadura,General,Variación trimestral,2012T2,-1.0
11 Extremadura,General,Variación trimestral,2012T1,-3.4
11 Extremadura,General,Variación trimestral,2011T4,-2.9
11 Extremadura,General,Variación trimestral,2011T3,-0.3
11 Extremadura,General,Variación trimestral,2011T2,-0.6
11 Extremadura,General,Variación trimestral,2011T1,-4.4
11 Extremadura,General,Variación trimestral,2010T4,0.6
11 Extremadura,General,Variación trimestral,2010T3,-3.6
11 Extremadura,General,Variación trimestral,2010T2,3.8
11 Extremadura,General,Variación trimestral,2010T1,0.9
11 Extremadura,General,Variación trimestral,2009T4,-1.9
11 Extremadura,General,Variación trimestral,2009T3,0.1
11 Extremadura,General,Variación trimestral,2009T2,2.9
11 Extremadura,General,Variación trimestral,2009T1,0.8
11 Extremadura,General,Variación trimestral,2008T4,-3.9
11 Extremadura,General,Variación trimestral,2008T3,-0.7
11 Extremadura,General,Variación trimestral,2008T2,1.7
11 Extremadura,General,Variación trimestral,2008T1,1.0
11 Extremadura,General,Variación trimestral,2007T4,1.0
11 Extremadura,General,Variación trimestral,2007T3,1.2
11 Extremadura,General,Variación trimestral,2007T2,3.6
11 Extremadura,General,Variación trimestral,2007T1,3.2
11 Extremadura,General,Variación anual,2025T1,10.9
11 Extremadura,General,Variación anual,2024T4,9.1
11 Extremadura,General,Variación anual,2024T3,8.2
11 Extremadura,General,Variación anual,2024T2,6.2
11 Extremadura,General,Variación anual,2024T1,5.7
11 Extremadura,General,Variación anual,2023T4,2.2
11 Extremadura,General,Variación anual,2023T3,1.1
11 Extremadura,General,Variación anual,2023T2,1.8
11 Extremadura,General,Variación anual,2023T1,1.1
11 Extremadura,General,Variación anual,2022T4,2.8
11 Extremadura,General,Variación anual,2022T3,6.5
11 Extremadura,General,Variación anual,2022T2,5.3
11 Extremadura,General,Variación anual,2022T1,6.9
11 Extremadura,General,Variación anual,2021T4,4.9
11 Extremadura,General,Variación anual,2021T3,2.9
11 Extremadura,General,Variación anual,2021T2,1.7
11 Extremadura,General,Variación anual,2021T1,-0.2
11 Extremadura,General,Variación anual,2020T4,0.4
11 Extremadura,General,Variación anual,2020T3,0.0
11 Extremadura,General,Variación anual,2020T2,1.3
11 Extremadura,General,Variación anual,2020T1,0.3
11 Extremadura,General,Variación anual,2019T4,2.2
11 Extremadura,General,Variación anual,2019T3,1.5
11 Extremadura,General,Variación anual,2019T2,1.7
11 Extremadura,General,Variación anual,2019T1,2.4
11 Extremadura,General,Variación anual,2018T4,2.7
11 Extremadura,General,Variación anual,2018T3,2.2
11 Extremadura,General,Variación anual,2018T2,2.2
11 Extremadura,General,Variación anual,2018T1,0.3
11 Extremadura,General,Variación anual,2017T4,0.2
11 Extremadura,General,Variación anual,2017T3,0.0
11 Extremadura,General,Variación anual,2017T2,0.4
11 Extremadura,General,Variación anual,2017T1,1.1
11 Extremadura,General,Variación anual,2016T4,0.8
11 Extremadura,General,Variación anual,2016T3,2.0
11 Extremadura,General,Variación anual,2016T2,1.3
11 Extremadura,General,Variación anual,2016T1,1.7
11 Extremadura,General,Variación anual,2015T4,2.6
11 Extremadura,General,Variación anual,2015T3,3.3
11 Extremadura,General,Variación anual,2015T2,0.9
11 Extremadura,General,Variación anual,2015T1,0.8
11 Extremadura,General,Variación anual,2014T4,-0.7
11 Extremadura,General,Variación anual,2014T3,-4.6
11 Extremadura,General,Variación anual,2014T2,-3.5
11 Extremadura,General,Variación anual,2014T1,-7.5
11 Extremadura,General,Variación anual,2013T4,-15.7
11 Extremadura,General,Variación anual,2013T3,-14.0
11 Extremadura,General,Variación anual,2013T2,-15.6
11 Extremadura,General,Variación anual,2013T1,-13.7
11 Extremadura,General,Variación anual,2012T4,-8.6
11 Extremadura,General,Variación anual,2012T3,-9.8
11 Extremadura,General,Variación anual,2012T2,-7.4
11 Extremadura,General,Variación anual,2012T1,-7.0
11 Extremadura,General,Variación anual,2011T4,-8.0
11 Extremadura,General,Variación anual,2011T3,-4.7
11 Extremadura,General,Variación anual,2011T2,-7.8
11 Extremadura,General,Variación anual,2011T1,-3.7
11 Extremadura,General,Variación anual,2010T4,1.7
11 Extremadura,General,Variación anual,2010T3,-0.9
11 Extremadura,General,Variación anual,2010T2,3.0
11 Extremadura,General,Variación anual,2010T1,2.1
11 Extremadura,General,Variación anual,2009T4,1.9
11 Extremadura,General,Variación anual,2009T3,-0.1
11 Extremadura,General,Variación anual,2009T2,-1.0
11 Extremadura,General,Variación anual,2009T1,-2.2
11 Extremadura,General,Variación anual,2008T4,-2.0
11 Extremadura,General,Variación anual,2008T3,2.9
11 Extremadura,General,Variación anual,2008T2,5.0
11 Extremadura,General,Variación anual,2008T1,6.9
11 Extremadura,General,Variación anual,2007T4,9.3
11 Extremadura,General,Variación anual,2007T3,14.1
11 Extremadura,General,Variación anual,2007T2,16.5
11 Extremadura,General,Variación anual,2007T1,17.3
11 Extremadura,General,Variación en lo que va de año,2025T1,3.9
11 Extremadura,General,Variación en lo que va de año,2024T4,9.1
11 Extremadura,General,Variación en lo que va de año,2024T3,8.4
11 Extremadura,General,Variación en lo que va de año,2024T2,5.7
11 Extremadura,General,Variación en lo que va de año,2024T1,2.2
11 Extremadura,General,Variación en lo que va de año,2023T4,2.2
11 Extremadura,General,Variación en lo que va de año,2023T3,2.4
11 Extremadura,General,Variación en lo que va de año,2023T2,1.8
11 Extremadura,General,Variación en lo que va de año,2023T1,-1.2
11 Extremadura,General,Variación en lo que va de año,2022T4,2.8
11 Extremadura,General,Variación en lo que va de año,2022T3,4.2
11 Extremadura,General,Variación en lo que va de año,2022T2,2.8
11 Extremadura,General,Variación en lo que va de año,2022T1,0.5
11 Extremadura,General,Variación en lo que va de año,2021T4,4.9
11 Extremadura,General,Variación en lo que va de año,2021T3,2.6
11 Extremadura,General,Variación en lo que va de año,2021T2,2.4
11 Extremadura,General,Variación en lo que va de año,2021T1,-1.4
11 Extremadura,General,Variación en lo que va de año,2020T4,0.4
11 Extremadura,General,Variación en lo que va de año,2020T3,0.2
11 Extremadura,General,Variación en lo que va de año,2020T2,1.1
11 Extremadura,General,Variación en lo que va de año,2020T1,-0.8
11 Extremadura,General,Variación en lo que va de año,2019T4,2.2
11 Extremadura,General,Variación en lo que va de año,2019T3,2.4
11 Extremadura,General,Variación en lo que va de año,2019T2,2.1
11 Extremadura,General,Variación en lo que va de año,2019T1,1.1
11 Extremadura,General,Variación en lo que va de año,2018T4,2.7
11 Extremadura,General,Variación en lo que va de año,2018T3,3.6
11 Extremadura,General,Variación en lo que va de año,2018T2,3.0
11 Extremadura,General,Variación en lo que va de año,2018T1,1.3
11 Extremadura,General,Variación en lo que va de año,2017T4,0.2
11 Extremadura,General,Variación en lo que va de año,2017T3,1.5
11 Extremadura,General,Variación en lo que va de año,2017T2,1.0
11 Extremadura,General,Variación en lo que va de año,2017T1,1.1
11 Extremadura,General,Variación en lo que va de año,2016T4,0.8
11 Extremadura,General,Variación en lo que va de año,2016T3,2.3
11 Extremadura,General,Variación en lo que va de año,2016T2,1.4
11 Extremadura,General,Variación en lo que va de año,2016T1,0.8
11 Extremadura,General,Variación en lo que va de año,2015T4,2.6
11 Extremadura,General,Variación en lo que va de año,2015T3,2.9
11 Extremadura,General,Variación en lo que va de año,2015T2,2.7
11 Extremadura,General,Variación en lo que va de año,2015T1,1.7
11 Extremadura,General,Variación en lo que va de año,2014T4,-0.7
11 Extremadura,General,Variación en lo que va de año,2014T3,-1.1
11 Extremadura,General,Variación en lo que va de año,2014T2,1.1
11 Extremadura,General,Variación en lo que va de año,2014T1,0.2
11 Extremadura,General,Variación en lo que va de año,2013T4,-15.7
11 Extremadura,General,Variación en lo que va de año,2013T3,-12.6
11 Extremadura,General,Variación en lo que va de año,2013T2,-11.7
11 Extremadura,General,Variación en lo que va de año,2013T1,-8.7
11 Extremadura,General,Variación en lo que va de año,2012T4,-8.6
11 Extremadura,General,Variación en lo que va de año,2012T3,-7.1
11 Extremadura,General,Variación en lo que va de año,2012T2,-4.3
11 Extremadura,General,Variación en lo que va de año,2012T1,-3.4
11 Extremadura,General,Variación en lo que va de año,2011T4,-8.0
11 Extremadura,General,Variación en lo que va de año,2011T3,-5.3
11 Extremadura,General,Variación en lo que va de año,2011T2,-5.0
11 Extremadura,General,Variación en lo que va de año,2011T1,-4.4
11 Extremadura,General,Variación en lo que va de año,2010T4,1.7
11 Extremadura,General,Variación en lo que va de año,2010T3,1.0
11 Extremadura,General,Variación en lo que va de año,2010T2,4.8
11 Extremadura,General,Variación en lo que va de año,2010T1,0.9
11 Extremadura,General,Variación en lo que va de año,2009T4,1.9
11 Extremadura,General,Variación en lo que va de año,2009T3,3.9
11 Extremadura,General,Variación en lo que va de año,2009T2,3.7
11 Extremadura,General,Variación en lo que va de año,2009T1,0.8
11 Extremadura,General,Variación en lo que va de año,2008T4,-2.0
11 Extremadura,General,Variación en lo que va de año,2008T3,1.9
11 Extremadura,General,Variación en lo que va de año,2008T2,2.7
11 Extremadura,General,Variación en lo que va de año,2008T1,1.0
11 Extremadura,General,Variación en lo que va de año,2007T4,9.3
11 Extremadura,General,Variación en lo que va de año,2007T3,8.2
11 Extremadura,General,Variación en lo que va de año,2007T2,7.0
11 Extremadura,General,Variación en lo que va de año,2007T1,3.2
11 Extremadura,Vivienda nueva,Índice,2025T1,166.355
11 Extremadura,Vivienda nueva,Índice,2024T4,160.098
11 Extremadura,Vivienda nueva,Índice,2024T3,157.329
11 Extremadura,Vivienda nueva,Índice,2024T2,150.263
11 Extremadura,Vivienda nueva,Índice,2024T1,149.546
11 Extremadura,Vivienda nueva,Índice,2023T4,148.292
11 Extremadura,Vivienda nueva,Índice,2023T3,147.258
11 Extremadura,Vivienda nueva,Índice,2023T2,148.559
11 Extremadura,Vivienda nueva,Índice,2023T1,145.33
11 Extremadura,Vivienda nueva,Índice,2022T4,145.324
11 Extremadura,Vivienda nueva,Índice,2022T3,143.983
11 Extremadura,Vivienda nueva,Índice,2022T2,142.337
11 Extremadura,Vivienda nueva,Índice,2022T1,143.475
11 Extremadura,Vivienda nueva,Índice,2021T4,138.904
11 Extremadura,Vivienda nueva,Índice,2021T3,135.487
11 Extremadura,Vivienda nueva,Índice,2021T2,131.324
11 Extremadura,Vivienda nueva,Índice,2021T1,129.12
11 Extremadura,Vivienda nueva,Índice,2020T4,130.441
11 Extremadura,Vivienda nueva,Índice,2020T3,131.605
11 Extremadura,Vivienda nueva,Índice,2020T2,127.887
11 Extremadura,Vivienda nueva,Índice,2020T1,133.244
11 Extremadura,Vivienda nueva,Índice,2019T4,133.578
11 Extremadura,Vivienda nueva,Índice,2019T3,131.955
11 Extremadura,Vivienda nueva,Índice,2019T2,126.803
11 Extremadura,Vivienda nueva,Índice,2019T1,130.021
11 Extremadura,Vivienda nueva,Índice,2018T4,121.633
11 Extremadura,Vivienda nueva,Índice,2018T3,121.308
11 Extremadura,Vivienda nueva,Índice,2018T2,117.468
11 Extremadura,Vivienda nueva,Índice,2018T1,113.964
11 Extremadura,Vivienda nueva,Índice,2017T4,107.803
11 Extremadura,Vivienda nueva,Índice,2017T3,111.063
11 Extremadura,Vivienda nueva,Índice,2017T2,109.938
11 Extremadura,Vivienda nueva,Índice,2017T1,109.964
11 Extremadura,Vivienda nueva,Índice,2016T4,107.855
11 Extremadura,Vivienda nueva,Índice,2016T3,111.094
11 Extremadura,Vivienda nueva,Índice,2016T2,108.421
11 Extremadura,Vivienda nueva,Índice,2016T1,102.511
11 Extremadura,Vivienda nueva,Índice,2015T4,100.911
11 Extremadura,Vivienda nueva,Índice,2015T3,100.249
11 Extremadura,Vivienda nueva,Índice,2015T2,99.597
11 Extremadura,Vivienda nueva,Índice,2015T1,99.243
11 Extremadura,Vivienda nueva,Índice,2014T4,95.068
11 Extremadura,Vivienda nueva,Índice,2014T3,95.082
11 Extremadura,Vivienda nueva,Índice,2014T2,95.662
11 Extremadura,Vivienda nueva,Índice,2014T1,96.061
11 Extremadura,Vivienda nueva,Índice,2013T4,96.356
11 Extremadura,Vivienda nueva,Índice,2013T3,102.169
11 Extremadura,Vivienda nueva,Índice,2013T2,100.911
11 Extremadura,Vivienda nueva,Índice,2013T1,107.551
11 Extremadura,Vivienda nueva,Índice,2012T4,118.285
11 Extremadura,Vivienda nueva,Índice,2012T3,122.844
11 Extremadura,Vivienda nueva,Índice,2012T2,123.584
11 Extremadura,Vivienda nueva,Índice,2012T1,125.361
11 Extremadura,Vivienda nueva,Índice,2011T4,129.709
11 Extremadura,Vivienda nueva,Índice,2011T3,132.646
11 Extremadura,Vivienda nueva,Índice,2011T2,132.843
11 Extremadura,Vivienda nueva,Índice,2011T1,133.894
11 Extremadura,Vivienda nueva,Índice,2010T4,136.535
11 Extremadura,Vivienda nueva,Índice,2010T3,135.844
11 Extremadura,Vivienda nueva,Índice,2010T2,141.772
11 Extremadura,Vivienda nueva,Índice,2010T1,135.75
11 Extremadura,Vivienda nueva,Índice,2009T4,133.6
11 Extremadura,Vivienda nueva,Índice,2009T3,135.845
11 Extremadura,Vivienda nueva,Índice,2009T2,135.389
11 Extremadura,Vivienda nueva,Índice,2009T1,132.309
11 Extremadura,Vivienda nueva,Índice,2008T4,131.239
11 Extremadura,Vivienda nueva,Índice,2008T3,135.303
11 Extremadura,Vivienda nueva,Índice,2008T2,133.349
11 Extremadura,Vivienda nueva,Índice,2008T1,129.619
11 Extremadura,Vivienda nueva,Índice,2007T4,128.3
11 Extremadura,Vivienda nueva,Índice,2007T3,124.337
11 Extremadura,Vivienda nueva,Índice,2007T2,123.189
11 Extremadura,Vivienda nueva,Índice,2007T1,118.956
11 Extremadura,Vivienda nueva,Variación trimestral,2025T1,3.9
11 Extremadura,Vivienda nueva,Variación trimestral,2024T4,1.8
11 Extremadura,Vivienda nueva,Variación trimestral,2024T3,4.7
11 Extremadura,Vivienda nueva,Variación trimestral,2024T2,0.5
11 Extremadura,Vivienda nueva,Variación trimestral,2024T1,0.8
11 Extremadura,Vivienda nueva,Variación trimestral,2023T4,0.7
11 Extremadura,Vivienda nueva,Variación trimestral,2023T3,-0.9
11 Extremadura,Vivienda nueva,Variación trimestral,2023T2,2.2
11 Extremadura,Vivienda nueva,Variación trimestral,2023T1,0.0
11 Extremadura,Vivienda nueva,Variación trimestral,2022T4,0.9
11 Extremadura,Vivienda nueva,Variación trimestral,2022T3,1.2
11 Extremadura,Vivienda nueva,Variación trimestral,2022T2,-0.8
11 Extremadura,Vivienda nueva,Variación trimestral,2022T1,3.3
11 Extremadura,Vivienda nueva,Variación trimestral,2021T4,2.5
11 Extremadura,Vivienda nueva,Variación trimestral,2021T3,3.2
11 Extremadura,Vivienda nueva,Variación trimestral,2021T2,1.7
11 Extremadura,Vivienda nueva,Variación trimestral,2021T1,-1.0
11 Extremadura,Vivienda nueva,Variación trimestral,2020T4,-0.9
11 Extremadura,Vivienda nueva,Variación trimestral,2020T3,2.9
11 Extremadura,Vivienda nueva,Variación trimestral,2020T2,-4.0
11 Extremadura,Vivienda nueva,Variación trimestral,2020T1,-0.2
11 Extremadura,Vivienda nueva,Variación trimestral,2019T4,1.2
11 Extremadura,Vivienda nueva,Variación trimestral,2019T3,4.1
11 Extremadura,Vivienda nueva,Variación trimestral,2019T2,-2.5
11 Extremadura,Vivienda nueva,Variación trimestral,2019T1,6.9
11 Extremadura,Vivienda nueva,Variación trimestral,2018T4,0.3
11 Extremadura,Vivienda nueva,Variación trimestral,2018T3,3.3
11 Extremadura,Vivienda nueva,Variación trimestral,2018T2,3.1
11 Extremadura,Vivienda nueva,Variación trimestral,2018T1,5.7
11 Extremadura,Vivienda nueva,Variación trimestral,2017T4,-2.9
11 Extremadura,Vivienda nueva,Variación trimestral,2017T3,1.0
11 Extremadura,Vivienda nueva,Variación trimestral,2017T2,0.0
11 Extremadura,Vivienda nueva,Variación trimestral,2017T1,2.0
11 Extremadura,Vivienda nueva,Variación trimestral,2016T4,-2.9
11 Extremadura,Vivienda nueva,Variación trimestral,2016T3,2.5
11 Extremadura,Vivienda nueva,Variación trimestral,2016T2,5.8
11 Extremadura,Vivienda nueva,Variación trimestral,2016T1,1.6
11 Extremadura,Vivienda nueva,Variación trimestral,2015T4,0.7
11 Extremadura,Vivienda nueva,Variación trimestral,2015T3,0.7
11 Extremadura,Vivienda nueva,Variación trimestral,2015T2,0.4
11 Extremadura,Vivienda nueva,Variación trimestral,2015T1,4.4
11 Extremadura,Vivienda nueva,Variación trimestral,2014T4,0.0
11 Extremadura,Vivienda nueva,Variación trimestral,2014T3,-0.6
11 Extremadura,Vivienda nueva,Variación trimestral,2014T2,-0.4
11 Extremadura,Vivienda nueva,Variación trimestral,2014T1,-0.3
11 Extremadura,Vivienda nueva,Variación trimestral,2013T4,-5.7
11 Extremadura,Vivienda nueva,Variación trimestral,2013T3,1.2
11 Extremadura,Vivienda nueva,Variación trimestral,2013T2,-6.2
11 Extremadura,Vivienda nueva,Variación trimestral,2013T1,-9.1
11 Extremadura,Vivienda nueva,Variación trimestral,2012T4,-3.7
11 Extremadura,Vivienda nueva,Variación trimestral,2012T3,-0.6
11 Extremadura,Vivienda nueva,Variación trimestral,2012T2,-1.4
11 Extremadura,Vivienda nueva,Variación trimestral,2012T1,-3.4
11 Extremadura,Vivienda nueva,Variación trimestral,2011T4,-2.2
11 Extremadura,Vivienda nueva,Variación trimestral,2011T3,-0.1
11 Extremadura,Vivienda nueva,Variación trimestral,2011T2,-0.8
11 Extremadura,Vivienda nueva,Variación trimestral,2011T1,-1.9
11 Extremadura,Vivienda nueva,Variación trimestral,2010T4,0.5
11 Extremadura,Vivienda nueva,Variación trimestral,2010T3,-4.2
11 Extremadura,Vivienda nueva,Variación trimestral,2010T2,4.4
11 Extremadura,Vivienda nueva,Variación trimestral,2010T1,1.6
11 Extremadura,Vivienda nueva,Variación trimestral,2009T4,-1.7
11 Extremadura,Vivienda nueva,Variación trimestral,2009T3,0.3
11 Extremadura,Vivienda nueva,Variación trimestral,2009T2,2.3
11 Extremadura,Vivienda nueva,Variación trimestral,2009T1,0.8
11 Extremadura,Vivienda nueva,Variación trimestral,2008T4,-3.0
11 Extremadura,Vivienda nueva,Variación trimestral,2008T3,1.5
11 Extremadura,Vivienda nueva,Variación trimestral,2008T2,2.9
11 Extremadura,Vivienda nueva,Variación trimestral,2008T1,1.0
11 Extremadura,Vivienda nueva,Variación trimestral,2007T4,3.2
11 Extremadura,Vivienda nueva,Variación trimestral,2007T3,0.9
11 Extremadura,Vivienda nueva,Variación trimestral,2007T2,3.6
11 Extremadura,Vivienda nueva,Variación trimestral,2007T1,6.3
11 Extremadura,Vivienda nueva,Variación anual,2025T1,11.2
11 Extremadura,Vivienda nueva,Variación anual,2024T4,8.0
11 Extremadura,Vivienda nueva,Variación anual,2024T3,6.8
11 Extremadura,Vivienda nueva,Variación anual,2024T2,1.1
11 Extremadura,Vivienda nueva,Variación anual,2024T1,2.9
11 Extremadura,Vivienda nueva,Variación anual,2023T4,2.0
11 Extremadura,Vivienda nueva,Variación anual,2023T3,2.3
11 Extremadura,Vivienda nueva,Variación anual,2023T2,4.4
11 Extremadura,Vivienda nueva,Variación anual,2023T1,1.3
11 Extremadura,Vivienda nueva,Variación anual,2022T4,4.6
11 Extremadura,Vivienda nueva,Variación anual,2022T3,6.3
11 Extremadura,Vivienda nueva,Variación anual,2022T2,8.4
11 Extremadura,Vivienda nueva,Variación anual,2022T1,11.1
11 Extremadura,Vivienda nueva,Variación anual,2021T4,6.5
11 Extremadura,Vivienda nueva,Variación anual,2021T3,2.9
11 Extremadura,Vivienda nueva,Variación anual,2021T2,2.7
11 Extremadura,Vivienda nueva,Variación anual,2021T1,-3.1
11 Extremadura,Vivienda nueva,Variación anual,2020T4,-2.3
11 Extremadura,Vivienda nueva,Variación anual,2020T3,-0.3
11 Extremadura,Vivienda nueva,Variación anual,2020T2,0.9
11 Extremadura,Vivienda nueva,Variación anual,2020T1,2.5
11 Extremadura,Vivienda nueva,Variación anual,2019T4,9.8
11 Extremadura,Vivienda nueva,Variación anual,2019T3,8.8
11 Extremadura,Vivienda nueva,Variación anual,2019T2,7.9
11 Extremadura,Vivienda nueva,Variación anual,2019T1,14.1
11 Extremadura,Vivienda nueva,Variación anual,2018T4,12.8
11 Extremadura,Vivienda nueva,Variación anual,2018T3,9.2
11 Extremadura,Vivienda nueva,Variación anual,2018T2,6.8
11 Extremadura,Vivienda nueva,Variación anual,2018T1,3.6
11 Extremadura,Vivienda nueva,Variación anual,2017T4,0.0
11 Extremadura,Vivienda nueva,Variación anual,2017T3,0.0
11 Extremadura,Vivienda nueva,Variación anual,2017T2,1.4
11 Extremadura,Vivienda nueva,Variación anual,2017T1,7.3
11 Extremadura,Vivienda nueva,Variación anual,2016T4,6.9
11 Extremadura,Vivienda nueva,Variación anual,2016T3,10.8
11 Extremadura,Vivienda nueva,Variación anual,2016T2,8.9
11 Extremadura,Vivienda nueva,Variación anual,2016T1,3.3
11 Extremadura,Vivienda nueva,Variación anual,2015T4,6.1
11 Extremadura,Vivienda nueva,Variación anual,2015T3,5.4
11 Extremadura,Vivienda nueva,Variación anual,2015T2,4.1
11 Extremadura,Vivienda nueva,Variación anual,2015T1,3.3
11 Extremadura,Vivienda nueva,Variación anual,2014T4,-1.3
11 Extremadura,Vivienda nueva,Variación anual,2014T3,-6.9
11 Extremadura,Vivienda nueva,Variación anual,2014T2,-5.2
11 Extremadura,Vivienda nueva,Variación anual,2014T1,-10.7
11 Extremadura,Vivienda nueva,Variación anual,2013T4,-18.5
11 Extremadura,Vivienda nueva,Variación anual,2013T3,-16.8
11 Extremadura,Vivienda nueva,Variación anual,2013T2,-18.3
11 Extremadura,Vivienda nueva,Variación anual,2013T1,-14.2
11 Extremadura,Vivienda nueva,Variación anual,2012T4,-8.8
11 Extremadura,Vivienda nueva,Variación anual,2012T3,-7.4
11 Extremadura,Vivienda nueva,Variación anual,2012T2,-7.0
11 Extremadura,Vivienda nueva,Variación anual,2012T1,-6.4
11 Extremadura,Vivienda nueva,Variación anual,2011T4,-5.0
11 Extremadura,Vivienda nueva,Variación anual,2011T3,-2.4
11 Extremadura,Vivienda nueva,Variación anual,2011T2,-6.3
11 Extremadura,Vivienda nueva,Variación anual,2011T1,-1.4
11 Extremadura,Vivienda nueva,Variación anual,2010T4,2.2
11 Extremadura,Vivienda nueva,Variación anual,2010T3,0.0
11 Extremadura,Vivienda nueva,Variación anual,2010T2,4.7
11 Extremadura,Vivienda nueva,Variación anual,2010T1,2.6
11 Extremadura,Vivienda nueva,Variación anual,2009T4,1.8
11 Extremadura,Vivienda nueva,Variación anual,2009T3,0.4
11 Extremadura,Vivienda nueva,Variación anual,2009T2,1.5
11 Extremadura,Vivienda nueva,Variación anual,2009T1,2.1
11 Extremadura,Vivienda nueva,Variación anual,2008T4,2.3
