Comunidades y Ciudades Autónomas,Tipo Vivienda,Tipo Indicador,Periodo,Total
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2021T4,4.0
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2021T3,0.3
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2021T2,4.1
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2021T1,2.4
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2020T4,4.9
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2020T3,10.2
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2020T2,4.5
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2020T1,6.3
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2019T4,3.3
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2019T3,5.2
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2019T2,8.3
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2019T1,7.2
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2018T4,8.7
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2018T3,4.8
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2018T2,4.7
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2018T1,3.5
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2017T4,3.5
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2017T3,0.7
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2017T2,-1.3
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2017T1,2.1
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2016T4,3.2
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2016T3,3.2
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2016T2,5.9
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2016T1,5.2
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2015T4,4.5
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2015T3,4.4
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2015T2,2.1
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2015T1,1.8
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2014T4,0.3
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2014T3,0.8
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2014T2,1.1
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2014T1,-2.6
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2013T4,-12.0
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2013T3,-9.5
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2013T2,-13.6
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2013T1,-14.0
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2012T4,-11.4
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2012T3,-16.9
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2012T2,-13.5
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2012T1,-13.6
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2011T4,-8.5
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2011T3,-1.9
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2011T2,-5.4
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2011T1,-1.9
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2010T4,-1.3
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2010T3,-4.3
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2010T2,-0.8
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2010T1,-2.8
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2009T4,-1.8
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2009T3,0.8
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2009T2,1.9
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2009T1,2.4
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2008T4,2.2
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2008T3,3.7
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2008T2,5.7
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2008T1,9.2
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2007T4,11.9
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2007T3,12.4
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2007T2,14.7
"03 Asturias, Principado de",Vivienda nueva,Variación anual,2007T1,15.2
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2025T1,3.2
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2024T4,12.1
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2024T3,7.8
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2024T2,6.4
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2024T1,5.8
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2023T4,6.9
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2023T3,10.9
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2023T2,7.4
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2023T1,4.9
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2022T4,7.3
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2022T3,6.3
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2022T2,5.0
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2022T1,3.2
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2021T4,4.0
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2021T3,3.3
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2021T2,2.2
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2021T1,0.5
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2020T4,4.9
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2020T3,8.0
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2020T2,3.0
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2020T1,2.9
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2019T4,3.3
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2019T3,1.2
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2019T2,1.8
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2019T1,0.0
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2018T4,8.7
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2018T3,4.6
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2018T2,2.1
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2018T1,1.5
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2017T4,3.5
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2017T3,3.3
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2017T2,1.0
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2017T1,1.4
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2016T4,3.2
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2016T3,5.9
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2016T2,5.6
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2016T1,2.5
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2015T4,4.5
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2015T3,7.2
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2015T2,4.2
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2015T1,1.7
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2014T4,0.3
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2014T3,3.0
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2014T2,2.3
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2014T1,0.2
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2013T4,-12.0
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2013T3,-10.1
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2013T2,-10.9
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2013T1,-9.4
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2012T4,-11.4
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2012T3,-12.0
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2012T2,-8.6
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2012T1,-6.6
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2011T4,-8.5
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2011T3,-3.1
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2011T2,-3.3
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2011T1,-1.2
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2010T4,-1.3
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2010T3,-2.4
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2010T2,1.0
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2010T1,-0.5
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2009T4,-1.8
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2009T3,0.1
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2009T2,0.1
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2009T1,0.5
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2008T4,2.2
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2008T3,1.6
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2008T2,0.4
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2008T1,0.3
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2007T4,11.9
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2007T3,9.7
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2007T2,6.3
"03 Asturias, Principado de",Vivienda nueva,Variación en lo que va de año,2007T1,2.8
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2025T1,149.175
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2024T4,143.714
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2024T3,140.415
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2024T2,137.099
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2024T1,131.217
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2023T4,128.693
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2023T3,130.815
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2023T2,127.441
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2023T1,125.375
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2022T4,124.963
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2022T3,125.782
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2022T2,125.191
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2022T1,122.005
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2021T4,120.03
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2021T3,118.359
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2021T2,117.505
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2021T1,113.674
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2020T4,112.672
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2020T3,112.42
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2020T2,113.38
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2020T1,111.274
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2019T4,111.059
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2019T3,110.528
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2019T2,109.312
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2019T1,106.872
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2018T4,106.324
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2018T3,106.987
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2018T2,104.435
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2018T1,103.446
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2017T4,103.627
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2017T3,102.55
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2017T2,100.399
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2017T1,101.461
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2016T4,101.321
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2016T3,101.524
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2016T2,100.33
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2016T1,100.121
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2015T4,99.614
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2015T3,102.174
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2015T2,100.688
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2015T1,97.523
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2014T4,99.099
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2014T3,98.726
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2014T2,99.946
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2014T1,97.445
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2013T4,99.655
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2013T3,100.868
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2013T2,103.838
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2013T1,103.844
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2012T4,112.041
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2012T3,112.043
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2012T2,118.491
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2012T1,122.016
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2011T4,129.886
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2011T3,136.908
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2011T2,140.581
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2011T1,143.033
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2010T4,151.093
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2010T3,146.958
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2010T2,152.054
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2010T1,148.808
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2009T4,152.018
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2009T3,150.107
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2009T2,149.371
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2009T1,148.628
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2008T4,149.659
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2008T3,153.188
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2008T2,156.177
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2008T1,159.466
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2007T4,159.401
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2007T3,163.043
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2007T2,161.254
"03 Asturias, Principado de",Vivienda segunda mano,Índice,2007T1,155.572
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2025T1,3.8
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2024T4,2.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2024T3,2.4
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2024T2,4.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2024T1,2.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2023T4,-1.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2023T3,2.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2023T2,1.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2023T1,0.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2022T4,-0.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2022T3,0.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2022T2,2.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2022T1,1.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2021T4,1.4
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2021T3,0.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2021T2,3.4
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2021T1,0.9
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2020T4,0.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2020T3,-0.8
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2020T2,1.9
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2020T1,0.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2019T4,0.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2019T3,1.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2019T2,2.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2019T1,0.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2018T4,-0.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2018T3,2.4
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2018T2,1.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2018T1,-0.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2017T4,1.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2017T3,2.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2017T2,-1.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2017T1,0.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2016T4,-0.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2016T3,1.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2016T2,0.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2016T1,0.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2015T4,-2.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2015T3,1.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2015T2,3.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2015T1,-1.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2014T4,0.4
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2014T3,-1.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2014T2,2.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2014T1,-2.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2013T4,-1.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2013T3,-2.9
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2013T2,0.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2013T1,-7.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2012T4,0.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2012T3,-5.4
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2012T2,-2.9
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2012T1,-6.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2011T4,-5.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2011T3,-2.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2011T2,-1.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2011T1,-5.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2010T4,2.8
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2010T3,-3.4
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2010T2,2.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2010T1,-2.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2009T4,1.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2009T3,0.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2009T2,0.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2009T1,-0.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2008T4,-2.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2008T3,-1.9
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2008T2,-2.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2008T1,0.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2007T4,-2.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2007T3,1.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2007T2,3.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación trimestral,2007T1,2.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2025T1,13.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2024T4,11.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2024T3,7.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2024T2,7.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2024T1,4.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2023T4,3.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2023T3,4.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2023T2,1.8
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2023T1,2.8
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2022T4,4.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2022T3,6.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2022T2,6.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2022T1,7.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2021T4,6.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2021T3,5.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2021T2,3.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2021T1,2.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2020T4,1.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2020T3,1.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2020T2,3.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2020T1,4.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2019T4,4.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2019T3,3.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2019T2,4.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2019T1,3.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2018T4,2.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2018T3,4.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2018T2,4.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2018T1,2.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2017T4,2.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2017T3,1.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2017T2,0.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2017T1,1.3
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2016T4,1.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2016T3,-0.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2016T2,-0.4
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2016T1,2.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2015T4,0.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2015T3,3.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2015T2,0.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2015T1,0.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2014T4,-0.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2014T3,-2.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2014T2,-3.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2014T1,-6.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2013T4,-11.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2013T3,-10.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2013T2,-12.4
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2013T1,-14.9
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2012T4,-13.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2012T3,-18.2
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2012T2,-15.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2012T1,-14.7
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2011T4,-14.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2011T3,-6.8
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2011T2,-7.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2011T1,-3.9
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2010T4,-0.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2010T3,-2.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2010T2,1.8
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2010T1,0.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2009T4,1.6
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2009T3,-2.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2009T2,-4.4
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2009T1,-6.8
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2008T4,-6.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2008T3,-6.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2008T2,-3.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2008T1,2.5
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2007T4,4.8
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2007T3,9.0
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2007T2,12.1
"03 Asturias, Principado de",Vivienda segunda mano,Variación anual,2007T1,16.4
