Comunidades y Ciudades Autónomas,Superficie Util,Tamaño Hogar,Año,Total
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,Total,2020,121.2
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,Total,2019,126.8
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,Total,2018,125.6
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,Total,2017,129.8
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,Total,2016,132.0
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,Total,2015,120.5
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,Total,2014,123.8
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,Total,2013,118.4
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,1 persona,2020,32.0
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,1 persona,2019,33.5
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,1 persona,2018,32.1
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,1 persona,2017,30.6
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,1 persona,2016,31.9
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,1 persona,2015,29.1
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,1 persona,2014,29.9
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,1 persona,2013,26.5
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,2 personas,2020,34.7
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,2 personas,2019,39.0
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,2 personas,2018,36.4
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,2 personas,2017,41.7
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,2 personas,2016,39.3
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,2 personas,2015,35.4
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,2 personas,2014,37.4
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,2 personas,2013,35.8
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,3 personas,2020,25.6
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,3 personas,2019,23.5
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,3 personas,2018,27.0
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,3 personas,2017,27.6
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,3 personas,2016,26.4
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,3 personas,2015,25.9
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,3 personas,2014,25.0
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,3 personas,2013,24.3
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,4 personas,2020,25.3
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,4 personas,2019,24.5
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,4 personas,2018,24.0
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,4 personas,2017,25.1
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,4 personas,2016,28.3
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,4 personas,2015,24.0
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,4 personas,2014,26.1
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,4 personas,2013,24.5
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,5 personas,2020,2.8
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,5 personas,2019,3.5
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,5 personas,2018,4.8
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,5 personas,2017,3.6
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,5 personas,2016,4.6
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,5 personas,2015,5.1
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,5 personas,2014,4.2
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,5 personas,2013,5.8
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,6 personas,2020,0.5
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,6 personas,2019,2.2
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,6 personas,2018,1.0
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,6 personas,2017,1.1
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,6 personas,2016,1.1
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,6 personas,2015,0.5
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,6 personas,2014,0.9
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,6 personas,2013,1.1
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,7 personas,2020,0.4
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,7 personas,2019,0.4
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,7 personas,2018,0.1
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,7 personas,2017,0.2
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,7 personas,2016,0.2
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,7 personas,2015,0.3
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,7 personas,2014,0.2
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,7 personas,2013,0.3
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,8 personas o más,2019,0.2
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,8 personas o más,2018,0.1
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,8 personas o más,2016,0.3
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,8 personas o más,2015,0.2
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,8 personas o más,2014,0.1
"15 Navarra, Comunidad Foral de",Entre 76 y 105 m2,8 personas o más,2013,0.1
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,Total,2020,52.0
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,Total,2019,49.4
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,Total,2018,42.0
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,Total,2017,47.9
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,Total,2016,52.5
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,Total,2015,50.5
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,Total,2014,48.0
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,Total,2013,40.4
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,1 persona,2020,10.7
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,1 persona,2019,10.4
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,1 persona,2018,7.6
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,1 persona,2017,8.5
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,1 persona,2016,10.8
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,1 persona,2015,9.1
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,1 persona,2014,9.0
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,1 persona,2013,8.6
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,2 personas,2020,17.4
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,2 personas,2019,14.1
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,2 personas,2018,12.6
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,2 personas,2017,14.1
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,2 personas,2016,15.7
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,2 personas,2015,15.8
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,2 personas,2014,16.2
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,2 personas,2013,11.1
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,3 personas,2020,9.4
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,3 personas,2019,11.2
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,3 personas,2018,8.6
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,3 personas,2017,9.7
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,3 personas,2016,11.7
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,3 personas,2015,10.7
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,3 personas,2014,10.7
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,3 personas,2013,9.5
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,4 personas,2020,9.7
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,4 personas,2019,9.5
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,4 personas,2018,9.5
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,4 personas,2017,11.2
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,4 personas,2016,9.3
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,4 personas,2015,10.7
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,4 personas,2014,8.5
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,4 personas,2013,8.9
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,5 personas,2020,3.3
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,5 personas,2019,2.9
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,5 personas,2018,2.7
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,5 personas,2017,3.4
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,5 personas,2016,4.1
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,5 personas,2015,3.4
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,5 personas,2014,2.5
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,5 personas,2013,1.7
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,6 personas,2020,0.8
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,6 personas,2019,0.6
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,6 personas,2018,0.9
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,6 personas,2017,0.5
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,6 personas,2016,0.7
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,6 personas,2015,0.8
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,6 personas,2014,1.0
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,6 personas,2013,0.5
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,7 personas,2020,0.6
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,7 personas,2019,0.4
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,7 personas,2017,0.3
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,7 personas,2015,0.1
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,7 personas,2014,0.0
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,7 personas,2013,0.1
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,8 personas o más,2019,0.4
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,8 personas o más,2016,0.1
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,8 personas o más,2015,0.1
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,8 personas o más,2014,0.1
"15 Navarra, Comunidad Foral de",Entre 106 y 150 m2,8 personas o más,2013,0.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,Total,2020,33.4
"15 Navarra, Comunidad Foral de",Más de 150 m2,Total,2019,33.6
"15 Navarra, Comunidad Foral de",Más de 150 m2,Total,2018,32.3
"15 Navarra, Comunidad Foral de",Más de 150 m2,Total,2017,27.4
"15 Navarra, Comunidad Foral de",Más de 150 m2,Total,2016,23.7
"15 Navarra, Comunidad Foral de",Más de 150 m2,Total,2015,26.5
"15 Navarra, Comunidad Foral de",Más de 150 m2,Total,2014,30.2
"15 Navarra, Comunidad Foral de",Más de 150 m2,Total,2013,34.2
"15 Navarra, Comunidad Foral de",Más de 150 m2,1 persona,2020,5.0
"15 Navarra, Comunidad Foral de",Más de 150 m2,1 persona,2019,5.8
"15 Navarra, Comunidad Foral de",Más de 150 m2,1 persona,2018,5.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,1 persona,2017,5.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,1 persona,2016,5.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,1 persona,2015,5.5
"15 Navarra, Comunidad Foral de",Más de 150 m2,1 persona,2014,5.4
"15 Navarra, Comunidad Foral de",Más de 150 m2,1 persona,2013,5.9
"15 Navarra, Comunidad Foral de",Más de 150 m2,2 personas,2020,9.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,2 personas,2019,8.2
"15 Navarra, Comunidad Foral de",Más de 150 m2,2 personas,2018,8.5
"15 Navarra, Comunidad Foral de",Más de 150 m2,2 personas,2017,7.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,2 personas,2016,6.7
"15 Navarra, Comunidad Foral de",Más de 150 m2,2 personas,2015,8.2
"15 Navarra, Comunidad Foral de",Más de 150 m2,2 personas,2014,9.3
"15 Navarra, Comunidad Foral de",Más de 150 m2,2 personas,2013,10.0
"15 Navarra, Comunidad Foral de",Más de 150 m2,3 personas,2020,8.2
"15 Navarra, Comunidad Foral de",Más de 150 m2,3 personas,2019,8.4
"15 Navarra, Comunidad Foral de",Más de 150 m2,3 personas,2018,6.3
"15 Navarra, Comunidad Foral de",Más de 150 m2,3 personas,2017,4.8
"15 Navarra, Comunidad Foral de",Más de 150 m2,3 personas,2016,5.0
"15 Navarra, Comunidad Foral de",Más de 150 m2,3 personas,2015,5.5
"15 Navarra, Comunidad Foral de",Más de 150 m2,3 personas,2014,5.0
"15 Navarra, Comunidad Foral de",Más de 150 m2,3 personas,2013,7.2
"15 Navarra, Comunidad Foral de",Más de 150 m2,4 personas,2020,6.4
"15 Navarra, Comunidad Foral de",Más de 150 m2,4 personas,2019,8.4
"15 Navarra, Comunidad Foral de",Más de 150 m2,4 personas,2018,8.8
"15 Navarra, Comunidad Foral de",Más de 150 m2,4 personas,2017,6.9
"15 Navarra, Comunidad Foral de",Más de 150 m2,4 personas,2016,4.9
"15 Navarra, Comunidad Foral de",Más de 150 m2,4 personas,2015,4.4
"15 Navarra, Comunidad Foral de",Más de 150 m2,4 personas,2014,6.7
"15 Navarra, Comunidad Foral de",Más de 150 m2,4 personas,2013,7.9
"15 Navarra, Comunidad Foral de",Más de 150 m2,5 personas,2020,1.8
"15 Navarra, Comunidad Foral de",Más de 150 m2,5 personas,2019,1.4
"15 Navarra, Comunidad Foral de",Más de 150 m2,5 personas,2018,2.6
"15 Navarra, Comunidad Foral de",Más de 150 m2,5 personas,2017,3.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,5 personas,2016,1.3
"15 Navarra, Comunidad Foral de",Más de 150 m2,5 personas,2015,2.0
"15 Navarra, Comunidad Foral de",Más de 150 m2,5 personas,2014,3.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,5 personas,2013,2.2
"15 Navarra, Comunidad Foral de",Más de 150 m2,6 personas,2020,1.3
"15 Navarra, Comunidad Foral de",Más de 150 m2,6 personas,2019,0.7
"15 Navarra, Comunidad Foral de",Más de 150 m2,6 personas,2018,0.7
"15 Navarra, Comunidad Foral de",Más de 150 m2,6 personas,2017,0.2
"15 Navarra, Comunidad Foral de",Más de 150 m2,6 personas,2016,0.4
"15 Navarra, Comunidad Foral de",Más de 150 m2,6 personas,2015,0.4
"15 Navarra, Comunidad Foral de",Más de 150 m2,6 personas,2014,0.5
"15 Navarra, Comunidad Foral de",Más de 150 m2,6 personas,2013,0.9
"15 Navarra, Comunidad Foral de",Más de 150 m2,7 personas,2020,0.4
"15 Navarra, Comunidad Foral de",Más de 150 m2,7 personas,2019,0.5
"15 Navarra, Comunidad Foral de",Más de 150 m2,7 personas,2018,0.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,7 personas,2017,0.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,7 personas,2016,0.2
"15 Navarra, Comunidad Foral de",Más de 150 m2,7 personas,2015,0.3
"15 Navarra, Comunidad Foral de",Más de 150 m2,7 personas,2014,0.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,8 personas o más,2020,1.2
"15 Navarra, Comunidad Foral de",Más de 150 m2,8 personas o más,2019,0.3
"15 Navarra, Comunidad Foral de",Más de 150 m2,8 personas o más,2018,0.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,8 personas o más,2017,0.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,8 personas o más,2015,0.2
"15 Navarra, Comunidad Foral de",Más de 150 m2,8 personas o más,2014,0.1
"15 Navarra, Comunidad Foral de",Más de 150 m2,8 personas o más,2013,0.1
16 País Vasco,Total,Total,2020,911.1
16 País Vasco,Total,Total,2019,907.3
16 País Vasco,Total,Total,2018,904.2
16 País Vasco,Total,Total,2017,902.2
16 País Vasco,Total,Total,2016,898.6
16 País Vasco,Total,Total,2015,895.4
16 País Vasco,Total,Total,2014,894.5
16 País Vasco,Total,Total,2013,890.8
16 País Vasco,Total,1 persona,2020,256.6
16 País Vasco,Total,1 persona,2019,253.0
16 País Vasco,Total,1 persona,2018,250.4
16 País Vasco,Total,1 persona,2017,247.7
16 País Vasco,Total,1 persona,2016,244.4
16 País Vasco,Total,1 persona,2015,241.1
16 País Vasco,Total,1 persona,2014,239.4
16 País Vasco,Total,1 persona,2013,232.5
16 País Vasco,Total,2 personas,2020,293.2
16 País Vasco,Total,2 personas,2019,292.4
16 País Vasco,Total,2 personas,2018,291.5
16 País Vasco,Total,2 personas,2017,291.0
16 País Vasco,Total,2 personas,2016,289.9
16 País Vasco,Total,2 personas,2015,288.7
16 País Vasco,Total,2 personas,2014,288.4
16 País Vasco,Total,2 personas,2013,286.9
16 País Vasco,Total,3 personas,2020,178.8
16 País Vasco,Total,3 personas,2019,179.4
16 País Vasco,Total,3 personas,2018,180.0
16 País Vasco,Total,3 personas,2017,181.9
16 País Vasco,Total,3 personas,2016,183.2
16 País Vasco,Total,3 personas,2015,184.6
16 País Vasco,Total,3 personas,2014,185.9
16 País Vasco,Total,3 personas,2013,188.1
16 País Vasco,Total,4 personas,2020,144.4
16 País Vasco,Total,4 personas,2019,145.0
16 País Vasco,Total,4 personas,2018,146.0
16 País Vasco,Total,4 personas,2017,146.2
16 País Vasco,Total,4 personas,2016,146.4
16 País Vasco,Total,4 personas,2015,146.5
16 País Vasco,Total,4 personas,2014,146.2
16 País Vasco,Total,4 personas,2013,147.5
16 País Vasco,Total,5 personas,2020,26.1
16 País Vasco,Total,5 personas,2019,29.1
16 País Vasco,Total,5 personas,2018,29.4
16 País Vasco,Total,5 personas,2017,30.4
16 País Vasco,Total,5 personas,2016,28.5
16 País Vasco,Total,5 personas,2015,27.4
16 País Vasco,Total,5 personas,2014,29.0
16 País Vasco,Total,5 personas,2013,29.6
16 País Vasco,Total,6 personas,2020,9.2
16 País Vasco,Total,6 personas,2019,5.2
16 País Vasco,Total,6 personas,2018,5.3
16 País Vasco,Total,6 personas,2017,4.1
16 País Vasco,Total,6 personas,2016,4.6
16 País Vasco,Total,6 personas,2015,6.1
16 País Vasco,Total,6 personas,2014,4.6
16 País Vasco,Total,6 personas,2013,4.6
16 País Vasco,Total,7 personas,2020,1.9
16 País Vasco,Total,7 personas,2019,2.0
16 País Vasco,Total,7 personas,2018,1.1
16 País Vasco,Total,7 personas,2017,0.5
16 País Vasco,Total,7 personas,2016,1.0
16 País Vasco,Total,7 personas,2015,0.6
16 País Vasco,Total,7 personas,2014,0.7
16 País Vasco,Total,7 personas,2013,1.7
16 País Vasco,Total,8 personas o más,2020,1.0
16 País Vasco,Total,8 personas o más,2019,1.2
16 País Vasco,Total,8 personas o más,2018,0.5
16 País Vasco,Total,8 personas o más,2017,0.4
16 País Vasco,Total,8 personas o más,2016,0.6
16 País Vasco,Total,8 personas o más,2015,0.5
16 País Vasco,Total,8 personas o más,2014,0.2
16 País Vasco,Menos de 46 m2,Total,2020,22.6
16 País Vasco,Menos de 46 m2,Total,2019,21.1
16 País Vasco,Menos de 46 m2,Total,2018,19.7
16 País Vasco,Menos de 46 m2,Total,2017,18.1
16 País Vasco,Menos de 46 m2,Total,2016,16.2
16 País Vasco,Menos de 46 m2,Total,2015,12.6
16 País Vasco,Menos de 46 m2,Total,2014,14.7
16 País Vasco,Menos de 46 m2,Total,2013,20.9
16 País Vasco,Menos de 46 m2,1 persona,2020,16.1
16 País Vasco,Menos de 46 m2,1 persona,2019,13.9
16 País Vasco,Menos de 46 m2,1 persona,2018,11.0
16 País Vasco,Menos de 46 m2,1 persona,2017,10.8
16 País Vasco,Menos de 46 m2,1 persona,2016,10.2
16 País Vasco,Menos de 46 m2,1 persona,2015,7.9
16 País Vasco,Menos de 46 m2,1 persona,2014,8.3
16 País Vasco,Menos de 46 m2,1 persona,2013,10.8
16 País Vasco,Menos de 46 m2,2 personas,2020,3.4
16 País Vasco,Menos de 46 m2,2 personas,2019,4.3
16 País Vasco,Menos de 46 m2,2 personas,2018,5.8
16 País Vasco,Menos de 46 m2,2 personas,2017,4.6
16 País Vasco,Menos de 46 m2,2 personas,2016,4.8
16 País Vasco,Menos de 46 m2,2 personas,2015,2.8
16 País Vasco,Menos de 46 m2,2 personas,2014,4.4
16 País Vasco,Menos de 46 m2,2 personas,2013,8.6
16 País Vasco,Menos de 46 m2,3 personas,2020,2.3
16 País Vasco,Menos de 46 m2,3 personas,2019,1.9
16 País Vasco,Menos de 46 m2,3 personas,2018,1.6
16 País Vasco,Menos de 46 m2,3 personas,2017,1.1
16 País Vasco,Menos de 46 m2,3 personas,2016,0.8
16 País Vasco,Menos de 46 m2,3 personas,2015,0.9
16 País Vasco,Menos de 46 m2,3 personas,2014,1.5
16 País Vasco,Menos de 46 m2,3 personas,2013,1.2
16 País Vasco,Menos de 46 m2,4 personas,2020,0.5
16 País Vasco,Menos de 46 m2,4 personas,2019,0.7
16 País Vasco,Menos de 46 m2,4 personas,2018,1.0
16 País Vasco,Menos de 46 m2,4 personas,2017,1.6
16 País Vasco,Menos de 46 m2,4 personas,2016,0.4
16 País Vasco,Menos de 46 m2,4 personas,2015,1.0
16 País Vasco,Menos de 46 m2,4 personas,2014,0.4
16 País Vasco,Menos de 46 m2,4 personas,2013,0.3
16 País Vasco,Menos de 46 m2,6 personas,2020,0.5
16 País Vasco,Menos de 46 m2,6 personas,2018,0.2
16 País Vasco,Menos de 46 m2,8 personas o más,2019,0.2
16 País Vasco,Entre 46 y 75 m2,Total,2020,338.1
16 País Vasco,Entre 46 y 75 m2,Total,2019,345.7
16 País Vasco,Entre 46 y 75 m2,Total,2018,351.9
16 País Vasco,Entre 46 y 75 m2,Total,2017,369.1
16 País Vasco,Entre 46 y 75 m2,Total,2016,377.4
16 País Vasco,Entre 46 y 75 m2,Total,2015,371.6
16 País Vasco,Entre 46 y 75 m2,Total,2014,378.8
16 País Vasco,Entre 46 y 75 m2,Total,2013,380.9
16 País Vasco,Entre 46 y 75 m2,1 persona,2020,120.4
16 País Vasco,Entre 46 y 75 m2,1 persona,2019,118.3
16 País Vasco,Entre 46 y 75 m2,1 persona,2018,117.9
16 País Vasco,Entre 46 y 75 m2,1 persona,2017,128.2
16 País Vasco,Entre 46 y 75 m2,1 persona,2016,124.4
16 País Vasco,Entre 46 y 75 m2,1 persona,2015,121.6
16 País Vasco,Entre 46 y 75 m2,1 persona,2014,124.3
16 País Vasco,Entre 46 y 75 m2,1 persona,2013,116.6
16 País Vasco,Entre 46 y 75 m2,2 personas,2020,112.6
16 País Vasco,Entre 46 y 75 m2,2 personas,2019,113.2
16 País Vasco,Entre 46 y 75 m2,2 personas,2018,116.5
16 País Vasco,Entre 46 y 75 m2,2 personas,2017,121.2
16 País Vasco,Entre 46 y 75 m2,2 personas,2016,130.7
16 País Vasco,Entre 46 y 75 m2,2 personas,2015,123.4
16 País Vasco,Entre 46 y 75 m2,2 personas,2014,126.2
16 País Vasco,Entre 46 y 75 m2,2 personas,2013,132.1
16 País Vasco,Entre 46 y 75 m2,3 personas,2020,62.9
16 País Vasco,Entre 46 y 75 m2,3 personas,2019,63.0
16 País Vasco,Entre 46 y 75 m2,3 personas,2018,69.4
16 País Vasco,Entre 46 y 75 m2,3 personas,2017,71.0
16 País Vasco,Entre 46 y 75 m2,3 personas,2016,73.5
16 País Vasco,Entre 46 y 75 m2,3 personas,2015,75.8
16 País Vasco,Entre 46 y 75 m2,3 personas,2014,74.1
16 País Vasco,Entre 46 y 75 m2,3 personas,2013,76.4
16 País Vasco,Entre 46 y 75 m2,4 personas,2020,33.8
16 País Vasco,Entre 46 y 75 m2,4 personas,2019,40.5
16 País Vasco,Entre 46 y 75 m2,4 personas,2018,41.5
16 País Vasco,Entre 46 y 75 m2,4 personas,2017,41.3
16 País Vasco,Entre 46 y 75 m2,4 personas,2016,40.3
16 País Vasco,Entre 46 y 75 m2,4 personas,2015,44.2
16 País Vasco,Entre 46 y 75 m2,4 personas,2014,44.8
16 País Vasco,Entre 46 y 75 m2,4 personas,2013,46.6
16 País Vasco,Entre 46 y 75 m2,5 personas,2020,5.9
16 País Vasco,Entre 46 y 75 m2,5 personas,2019,7.4
16 País Vasco,Entre 46 y 75 m2,5 personas,2018,4.8
16 País Vasco,Entre 46 y 75 m2,5 personas,2017,7.1
16 País Vasco,Entre 46 y 75 m2,5 personas,2016,7.3
16 País Vasco,Entre 46 y 75 m2,5 personas,2015,5.8
16 País Vasco,Entre 46 y 75 m2,5 personas,2014,8.4
16 País Vasco,Entre 46 y 75 m2,5 personas,2013,7.7
16 País Vasco,Entre 46 y 75 m2,6 personas,2020,1.8
16 País Vasco,Entre 46 y 75 m2,6 personas,2019,2.5
16 País Vasco,Entre 46 y 75 m2,6 personas,2018,1.1
16 País Vasco,Entre 46 y 75 m2,6 personas,2017,0.2
16 País Vasco,Entre 46 y 75 m2,6 personas,2016,1.1
16 País Vasco,Entre 46 y 75 m2,6 personas,2015,0.8
16 País Vasco,Entre 46 y 75 m2,6 personas,2014,0.9
16 País Vasco,Entre 46 y 75 m2,6 personas,2013,1.4
16 País Vasco,Entre 46 y 75 m2,7 personas,2020,0.8
16 País Vasco,Entre 46 y 75 m2,7 personas,2019,0.2
16 País Vasco,Entre 46 y 75 m2,7 personas,2018,0.6
16 País Vasco,Entre 46 y 75 m2,7 personas,2017,0.2
16 País Vasco,Entre 46 y 75 m2,7 personas,2014,0.1
16 País Vasco,Entre 46 y 75 m2,8 personas o más,2019,0.5
16 País Vasco,Entre 76 y 105 m2,Total,2020,397.8
16 País Vasco,Entre 76 y 105 m2,Total,2019,387.1
16 País Vasco,Entre 76 y 105 m2,Total,2018,386.3
16 País Vasco,Entre 76 y 105 m2,Total,2017,381.4
16 País Vasco,Entre 76 y 105 m2,Total,2016,383.4
16 País Vasco,Entre 76 y 105 m2,Total,2015,368.0
16 País Vasco,Entre 76 y 105 m2,Total,2014,377.2
16 País Vasco,Entre 76 y 105 m2,Total,2013,382.2
16 País Vasco,Entre 76 y 105 m2,1 persona,2020,93.6
16 País Vasco,Entre 76 y 105 m2,1 persona,2019,91.5
16 País Vasco,Entre 76 y 105 m2,1 persona,2018,92.3
16 País Vasco,Entre 76 y 105 m2,1 persona,2017,84.7
