Tipo de jornada,Comunidades y Ciudades Autónomas,Decil,Periodo,Total
Total,"03 Asturias, Principado de",3,2008,1116.35
Total,"03 Asturias, Principado de",3,2007,1059.34
Total,"03 Asturias, Principado de",3,2006,1013.78
Total,"03 Asturias, Principado de",4,2023,1622.72
Total,"03 Asturias, Principado de",4,2022,1524.75
Total,"03 Asturias, Principado de",4,2021,1454.32
Total,"03 Asturias, Principado de",4,2020,1430.43
Total,"03 Asturias, Principado de",4,2019,1412.78
Total,"03 Asturias, Principado de",4,2018,1349.59
Total,"03 Asturias, Principado de",4,2017,1315.18
Total,"03 Asturias, Principado de",4,2016,1320.21
Total,"03 Asturias, Principado de",4,2015,1301.91
Total,"03 Asturias, Principado de",4,2014,1312.8
Total,"03 Asturias, Principado de",4,2013,1315.92
Total,"03 Asturias, Principado de",4,2012,1333.94
Total,"03 Asturias, Principado de",4,2011,1322.91
Total,"03 Asturias, Principado de",4,2010,1314.09
Total,"03 Asturias, Principado de",4,2009,1284.34
Total,"03 Asturias, Principado de",4,2008,1260.26
Total,"03 Asturias, Principado de",4,2007,1192.59
Total,"03 Asturias, Principado de",4,2006,1138.57
Total,"03 Asturias, Principado de",5,2023,1829.33
Total,"03 Asturias, Principado de",5,2022,1704.96
Total,"03 Asturias, Principado de",5,2021,1665.82
Total,"03 Asturias, Principado de",5,2020,1613.11
Total,"03 Asturias, Principado de",5,2019,1589.02
Total,"03 Asturias, Principado de",5,2018,1552.32
Total,"03 Asturias, Principado de",5,2017,1502.66
Total,"03 Asturias, Principado de",5,2016,1503.53
Total,"03 Asturias, Principado de",5,2015,1494.33
Total,"03 Asturias, Principado de",5,2014,1506.12
Total,"03 Asturias, Principado de",5,2013,1505.25
Total,"03 Asturias, Principado de",5,2012,1507.19
Total,"03 Asturias, Principado de",5,2011,1483.63
Total,"03 Asturias, Principado de",5,2010,1478.72
Total,"03 Asturias, Principado de",5,2009,1454.14
Total,"03 Asturias, Principado de",5,2008,1414.65
Total,"03 Asturias, Principado de",5,2007,1342.47
Total,"03 Asturias, Principado de",5,2006,1268.23
Total,"03 Asturias, Principado de",6,2023,2072.76
Total,"03 Asturias, Principado de",6,2022,1922.79
Total,"03 Asturias, Principado de",6,2021,1862.81
Total,"03 Asturias, Principado de",6,2020,1828.37
Total,"03 Asturias, Principado de",6,2019,1792.45
Total,"03 Asturias, Principado de",6,2018,1740.41
Total,"03 Asturias, Principado de",6,2017,1698.93
Total,"03 Asturias, Principado de",6,2016,1699.04
Total,"03 Asturias, Principado de",6,2015,1716.95
Total,"03 Asturias, Principado de",6,2014,1721.65
Total,"03 Asturias, Principado de",6,2013,1728.65
Total,"03 Asturias, Principado de",6,2012,1672.6
Total,"03 Asturias, Principado de",6,2011,1676.49
Total,"03 Asturias, Principado de",6,2010,1667.8
Total,"03 Asturias, Principado de",6,2009,1629.72
Total,"03 Asturias, Principado de",6,2008,1581.13
Total,"03 Asturias, Principado de",6,2007,1481.66
Total,"03 Asturias, Principado de",6,2006,1423.25
Total,"03 Asturias, Principado de",7,2023,2364.68
Total,"03 Asturias, Principado de",7,2022,2191.88
Total,"03 Asturias, Principado de",7,2021,2137.45
Total,"03 Asturias, Principado de",7,2020,2099.8
Total,"03 Asturias, Principado de",7,2019,2068.43
Total,"03 Asturias, Principado de",7,2018,2021.34
Total,"03 Asturias, Principado de",7,2017,1971.38
Total,"03 Asturias, Principado de",7,2016,1978.49
Total,"03 Asturias, Principado de",7,2015,1962.79
Total,"03 Asturias, Principado de",7,2014,2008.58
Total,"03 Asturias, Principado de",7,2013,1957.93
Total,"03 Asturias, Principado de",7,2012,1947.65
Total,"03 Asturias, Principado de",7,2011,1933.0
Total,"03 Asturias, Principado de",7,2010,1925.45
Total,"03 Asturias, Principado de",7,2009,1861.77
Total,"03 Asturias, Principado de",7,2008,1799.33
Total,"03 Asturias, Principado de",7,2007,1701.45
Total,"03 Asturias, Principado de",7,2006,1634.88
Total,"03 Asturias, Principado de",8,2023,2789.04
Total,"03 Asturias, Principado de",8,2022,2586.32
Total,"03 Asturias, Principado de",8,2021,2532.21
Total,"03 Asturias, Principado de",8,2020,2539.51
Total,"03 Asturias, Principado de",8,2019,2451.26
Total,"03 Asturias, Principado de",8,2018,2433.47
Total,"03 Asturias, Principado de",8,2017,2370.51
Total,"03 Asturias, Principado de",8,2016,2353.77
Total,"03 Asturias, Principado de",8,2015,2357.46
Total,"03 Asturias, Principado de",8,2014,2373.85
Total,"03 Asturias, Principado de",8,2013,2368.56
Total,"03 Asturias, Principado de",8,2012,2299.88
Total,"03 Asturias, Principado de",8,2011,2278.57
Total,"03 Asturias, Principado de",8,2010,2286.39
Total,"03 Asturias, Principado de",8,2009,2209.18
Total,"03 Asturias, Principado de",8,2008,2132.1
Total,"03 Asturias, Principado de",8,2007,2018.64
Total,"03 Asturias, Principado de",8,2006,1950.77
Total,"03 Asturias, Principado de",9,2023,3414.49
Total,"03 Asturias, Principado de",9,2022,3172.49
Total,"03 Asturias, Principado de",9,2021,3163.61
Total,"03 Asturias, Principado de",9,2020,3140.01
Total,"03 Asturias, Principado de",9,2019,3038.2
Total,"03 Asturias, Principado de",9,2018,2996.27
Total,"03 Asturias, Principado de",9,2017,2946.58
Total,"03 Asturias, Principado de",9,2016,2919.28
Total,"03 Asturias, Principado de",9,2015,2932.06
Total,"03 Asturias, Principado de",9,2014,2939.52
Total,"03 Asturias, Principado de",9,2013,2952.33
Total,"03 Asturias, Principado de",9,2012,2863.67
Total,"03 Asturias, Principado de",9,2011,2867.34
Total,"03 Asturias, Principado de",9,2010,2807.88
Total,"03 Asturias, Principado de",9,2009,2807.46
Total,"03 Asturias, Principado de",9,2008,2691.73
Total,"03 Asturias, Principado de",9,2007,2595.17
Total,"03 Asturias, Principado de",9,2006,2474.99
Total,"03 Asturias, Principado de",10,2023,5364.86
Total,"03 Asturias, Principado de",10,2022,5221.76
Total,"03 Asturias, Principado de",10,2021,4802.57
Total,"03 Asturias, Principado de",10,2020,4946.76
Total,"03 Asturias, Principado de",10,2019,4497.33
Total,"03 Asturias, Principado de",10,2018,4679.37
Total,"03 Asturias, Principado de",10,2017,4681.74
Total,"03 Asturias, Principado de",10,2016,4488.13
Total,"03 Asturias, Principado de",10,2015,4348.78
Total,"03 Asturias, Principado de",10,2014,4474.02
Total,"03 Asturias, Principado de",10,2013,4388.6
Total,"03 Asturias, Principado de",10,2012,4237.12
Total,"03 Asturias, Principado de",10,2011,4385.81
Total,"03 Asturias, Principado de",10,2010,4407.98
Total,"03 Asturias, Principado de",10,2009,4195.4
Total,"03 Asturias, Principado de",10,2008,4132.25
Total,"03 Asturias, Principado de",10,2007,3588.22
Total,"03 Asturias, Principado de",10,2006,3550.83
Total,"04 Balears, Illes",Total decil,2023,2237.14
Total,"04 Balears, Illes",Total decil,2022,2305.8
Total,"04 Balears, Illes",Total decil,2021,2066.16
Total,"04 Balears, Illes",Total decil,2020,1844.85
Total,"04 Balears, Illes",Total decil,2019,1940.23
Total,"04 Balears, Illes",Total decil,2018,1862.6
Total,"04 Balears, Illes",Total decil,2017,1797.3
Total,"04 Balears, Illes",Total decil,2016,1749.27
Total,"04 Balears, Illes",Total decil,2015,1747.2
Total,"04 Balears, Illes",Total decil,2014,1707.51
Total,"04 Balears, Illes",Total decil,2013,1761.06
Total,"04 Balears, Illes",Total decil,2012,1681.24
Total,"04 Balears, Illes",Total decil,2011,1733.95
Total,"04 Balears, Illes",Total decil,2010,1724.84
Total,"04 Balears, Illes",Total decil,2009,1720.52
Total,"04 Balears, Illes",Total decil,2008,1617.04
Total,"04 Balears, Illes",Total decil,2007,1615.72
Total,"04 Balears, Illes",Total decil,2006,1448.02
Total,"04 Balears, Illes",1,2023,650.03
Total,"04 Balears, Illes",1,2022,600.21
Total,"04 Balears, Illes",1,2021,574.77
Total,"04 Balears, Illes",1,2020,479.58
Total,"04 Balears, Illes",1,2019,504.03
Total,"04 Balears, Illes",1,2018,452.61
Total,"04 Balears, Illes",1,2017,479.41
Total,"04 Balears, Illes",1,2016,481.15
Total,"04 Balears, Illes",1,2015,387.57
Total,"04 Balears, Illes",1,2014,353.14
Total,"04 Balears, Illes",1,2013,407.11
Total,"04 Balears, Illes",1,2012,417.48
Total,"04 Balears, Illes",1,2011,448.3
Total,"04 Balears, Illes",1,2010,471.69
Total,"04 Balears, Illes",1,2009,516.41
Total,"04 Balears, Illes",1,2008,494.9
Total,"04 Balears, Illes",1,2007,489.6
Total,"04 Balears, Illes",1,2006,487.33
Total,"04 Balears, Illes",2,2023,1195.55
Total,"04 Balears, Illes",2,2022,1133.19
Total,"04 Balears, Illes",2,2021,1020.64
Total,"04 Balears, Illes",2,2020,1022.0
Total,"04 Balears, Illes",2,2019,998.97
Total,"04 Balears, Illes",2,2018,911.54
Total,"04 Balears, Illes",2,2017,846.08
Total,"04 Balears, Illes",2,2016,849.48
Total,"04 Balears, Illes",2,2015,829.9
Total,"04 Balears, Illes",2,2014,813.25
Total,"04 Balears, Illes",2,2013,794.91
Total,"04 Balears, Illes",2,2012,820.35
Total,"04 Balears, Illes",2,2011,864.52
Total,"04 Balears, Illes",2,2010,874.19
Total,"04 Balears, Illes",2,2009,866.48
Total,"04 Balears, Illes",2,2008,894.66
Total,"04 Balears, Illes",2,2007,833.7
Total,"04 Balears, Illes",2,2006,792.87
Total,"04 Balears, Illes",3,2023,1435.75
Total,"04 Balears, Illes",3,2022,1336.6
Total,"04 Balears, Illes",3,2021,1260.79
Total,"04 Balears, Illes",3,2020,1242.27
Total,"04 Balears, Illes",3,2019,1237.75
Total,"04 Balears, Illes",3,2018,1174.43
Total,"04 Balears, Illes",3,2017,1116.54
Total,"04 Balears, Illes",3,2016,1132.5
Total,"04 Balears, Illes",3,2015,1113.66
Total,"04 Balears, Illes",3,2014,1107.61
Total,"04 Balears, Illes",3,2013,1112.47
Total,"04 Balears, Illes",3,2012,1115.44
Total,"04 Balears, Illes",3,2011,1150.11
Total,"04 Balears, Illes",3,2010,1153.87
Total,"04 Balears, Illes",3,2009,1129.94
Total,"04 Balears, Illes",3,2008,1116.23
Total,"04 Balears, Illes",3,2007,1070.45
Total,"04 Balears, Illes",3,2006,1009.3
Total,"04 Balears, Illes",4,2023,1631.56
Total,"04 Balears, Illes",4,2022,1525.67
Total,"04 Balears, Illes",4,2021,1451.98
Total,"04 Balears, Illes",4,2020,1432.95
Total,"04 Balears, Illes",4,2019,1422.71
Total,"04 Balears, Illes",4,2018,1355.68
Total,"04 Balears, Illes",4,2017,1321.62
Total,"04 Balears, Illes",4,2016,1334.13
Total,"04 Balears, Illes",4,2015,1301.78
Total,"04 Balears, Illes",4,2014,1330.42
Total,"04 Balears, Illes",4,2013,1315.37
Total,"04 Balears, Illes",4,2012,1327.96
Total,"04 Balears, Illes",4,2011,1308.7
Total,"04 Balears, Illes",4,2010,1323.07
Total,"04 Balears, Illes",4,2009,1297.58
Total,"04 Balears, Illes",4,2008,1270.88
Total,"04 Balears, Illes",4,2007,1205.95
Total,"04 Balears, Illes",4,2006,1142.3
Total,"04 Balears, Illes",5,2023,1839.21
Total,"04 Balears, Illes",5,2022,1726.07
Total,"04 Balears, Illes",5,2021,1668.38
Total,"04 Balears, Illes",5,2020,1604.73
Total,"04 Balears, Illes",5,2019,1605.39
Total,"04 Balears, Illes",5,2018,1559.08
Total,"04 Balears, Illes",5,2017,1498.84
Total,"04 Balears, Illes",5,2016,1503.2
Total,"04 Balears, Illes",5,2015,1497.25
Total,"04 Balears, Illes",5,2014,1502.25
Total,"04 Balears, Illes",5,2013,1501.18
Total,"04 Balears, Illes",5,2012,1482.04
Total,"04 Balears, Illes",5,2011,1475.42
Total,"04 Balears, Illes",5,2010,1472.07
Total,"04 Balears, Illes",5,2009,1437.27
Total,"04 Balears, Illes",5,2008,1412.52
Total,"04 Balears, Illes",5,2007,1331.06
Total,"04 Balears, Illes",5,2006,1262.67
Total,"04 Balears, Illes",6,2023,2042.52
Total,"04 Balears, Illes",6,2022,1921.38
Total,"04 Balears, Illes",6,2021,1882.81
Total,"04 Balears, Illes",6,2020,1826.17
Total,"04 Balears, Illes",6,2019,1796.44
Total,"04 Balears, Illes",6,2018,1755.75
Total,"04 Balears, Illes",6,2017,1696.8
Total,"04 Balears, Illes",6,2016,1684.46
Total,"04 Balears, Illes",6,2015,1692.81
Total,"04 Balears, Illes",6,2014,1713.93
Total,"04 Balears, Illes",6,2013,1698.43
Total,"04 Balears, Illes",6,2012,1676.81
Total,"04 Balears, Illes",6,2011,1685.17
Total,"04 Balears, Illes",6,2010,1659.95
Total,"04 Balears, Illes",6,2009,1618.95
Total,"04 Balears, Illes",6,2008,1574.37
Total,"04 Balears, Illes",6,2007,1490.04
Total,"04 Balears, Illes",6,2006,1417.42
Total,"04 Balears, Illes",7,2023,2344.87
Total,"04 Balears, Illes",7,2022,2179.06
Total,"04 Balears, Illes",7,2021,2150.48
Total,"04 Balears, Illes",7,2020,2091.92
Total,"04 Balears, Illes",7,2019,2065.23
Total,"04 Balears, Illes",7,2018,1999.78
Total,"04 Balears, Illes",7,2017,1942.97
Total,"04 Balears, Illes",7,2016,1948.03
Total,"04 Balears, Illes",7,2015,1942.02
Total,"04 Balears, Illes",7,2014,1980.74
Total,"04 Balears, Illes",7,2013,1975.28
Total,"04 Balears, Illes",7,2012,1946.04
Total,"04 Balears, Illes",7,2011,1928.33
Total,"04 Balears, Illes",7,2010,1921.91
Total,"04 Balears, Illes",7,2009,1870.4
Total,"04 Balears, Illes",7,2008,1797.58
Total,"04 Balears, Illes",7,2007,1682.27
Total,"04 Balears, Illes",7,2006,1627.78
Total,"04 Balears, Illes",8,2023,2779.09
Total,"04 Balears, Illes",8,2022,2560.93
Total,"04 Balears, Illes",8,2021,2551.02
Total,"04 Balears, Illes",8,2020,2555.66
Total,"04 Balears, Illes",8,2019,2469.36
Total,"04 Balears, Illes",8,2018,2432.97
Total,"04 Balears, Illes",8,2017,2363.36
Total,"04 Balears, Illes",8,2016,2342.92
Total,"04 Balears, Illes",8,2015,2370.62
Total,"04 Balears, Illes",8,2014,2388.41
Total,"04 Balears, Illes",8,2013,2367.98
Total,"04 Balears, Illes",8,2012,2327.37
Total,"04 Balears, Illes",8,2011,2302.58
Total,"04 Balears, Illes",8,2010,2302.5
Total,"04 Balears, Illes",8,2009,2216.55
Total,"04 Balears, Illes",8,2008,2139.01
Total,"04 Balears, Illes",8,2007,2028.75
Total,"04 Balears, Illes",8,2006,1954.19
Total,"04 Balears, Illes",9,2023,3388.51
Total,"04 Balears, Illes",9,2022,3206.99
Total,"04 Balears, Illes",9,2021,3172.14
Total,"04 Balears, Illes",9,2020,3190.03
Total,"04 Balears, Illes",9,2019,3032.45
Total,"04 Balears, Illes",9,2018,3013.05
Total,"04 Balears, Illes",9,2017,2881.86
Total,"04 Balears, Illes",9,2016,2943.14
Total,"04 Balears, Illes",9,2015,2967.0
Total,"04 Balears, Illes",9,2014,2957.81
Total,"04 Balears, Illes",9,2013,2894.93
Total,"04 Balears, Illes",9,2012,2793.42
Total,"04 Balears, Illes",9,2011,2799.32
Total,"04 Balears, Illes",9,2010,2804.85
Total,"04 Balears, Illes",9,2009,2795.57
Total,"04 Balears, Illes",9,2008,2679.98
Total,"04 Balears, Illes",9,2007,2607.25
Total,"04 Balears, Illes",9,2006,2447.58
Total,"04 Balears, Illes",10,2023,5392.96
Total,"04 Balears, Illes",10,2022,5308.15
Total,"04 Balears, Illes",10,2021,5210.9
Total,"04 Balears, Illes",10,2020,4652.74
Total,"04 Balears, Illes",10,2019,5077.24
Total,"04 Balears, Illes",10,2018,4644.72
Total,"04 Balears, Illes",10,2017,4780.65
Total,"04 Balears, Illes",10,2016,4416.19
Total,"04 Balears, Illes",10,2015,4570.27
Total,"04 Balears, Illes",10,2014,4467.38
Total,"04 Balears, Illes",10,2013,4552.71
Total,"04 Balears, Illes",10,2012,4526.32
Total,"04 Balears, Illes",10,2011,4499.06
Total,"04 Balears, Illes",10,2010,4189.39
Total,"04 Balears, Illes",10,2009,4370.8
Total,"04 Balears, Illes",10,2008,4336.48
Total,"04 Balears, Illes",10,2007,3718.74
Total,"04 Balears, Illes",10,2006,3455.21
Total,05 Canarias,Total decil,2023,1987.86
Total,05 Canarias,Total decil,2022,1879.64
Total,05 Canarias,Total decil,2021,1954.82
Total,05 Canarias,Total decil,2020,1775.71
Total,05 Canarias,Total decil,2019,1749.95
Total,05 Canarias,Total decil,2018,1679.32
Total,05 Canarias,Total decil,2017,1606.56
Total,05 Canarias,Total decil,2016,1631.79
Total,05 Canarias,Total decil,2015,1574.03
Total,05 Canarias,Total decil,2014,1621.63
Total,05 Canarias,Total decil,2013,1617.29
Total,05 Canarias,Total decil,2012,1620.3
Total,05 Canarias,Total decil,2011,1627.92
Total,05 Canarias,Total decil,2010,1629.25
Total,05 Canarias,Total decil,2009,1633.04
Total,05 Canarias,Total decil,2008,1569.92
Total,05 Canarias,Total decil,2007,1426.19
Total,05 Canarias,Total decil,2006,1413.43
Total,05 Canarias,1,2023,704.21
Total,05 Canarias,1,2022,671.96
Total,05 Canarias,1,2021,563.35
Total,05 Canarias,1,2020,545.08
Total,05 Canarias,1,2019,589.45
Total,05 Canarias,1,2018,479.25
Total,05 Canarias,1,2017,486.57
Total,05 Canarias,1,2016,481.92
Total,05 Canarias,1,2015,426.29
Total,05 Canarias,1,2014,396.15
Total,05 Canarias,1,2013,435.33
Total,05 Canarias,1,2012,441.86
Total,05 Canarias,1,2011,456.22
Total,05 Canarias,1,2010,500.08
Total,05 Canarias,1,2009,505.17
Total,05 Canarias,1,2008,531.66
Total,05 Canarias,1,2007,498.86
Total,05 Canarias,1,2006,484.83
Total,05 Canarias,2,2023,1219.66
Total,05 Canarias,2,2022,1141.74
Total,05 Canarias,2,2021,1056.8
Total,05 Canarias,2,2020,1001.57
Total,05 Canarias,2,2019,1024.24
Total,05 Canarias,2,2018,916.56
Total,05 Canarias,2,2017,871.36
Total,05 Canarias,2,2016,870.84
Total,05 Canarias,2,2015,832.46
Total,05 Canarias,2,2014,827.99
Total,05 Canarias,2,2013,828.38
Total,05 Canarias,2,2012,855.87
Total,05 Canarias,2,2011,872.86
Total,05 Canarias,2,2010,887.86
Total,05 Canarias,2,2009,878.14
Total,05 Canarias,2,2008,892.49
Total,05 Canarias,2,2007,848.87
Total,05 Canarias,2,2006,797.27
Total,05 Canarias,3,2023,1435.9
Total,05 Canarias,3,2022,1333.09
Total,05 Canarias,3,2021,1252.69
Total,05 Canarias,3,2020,1242.93
Total,05 Canarias,3,2019,1213.93
Total,05 Canarias,3,2018,1159.98
Total,05 Canarias,3,2017,1114.58
Total,05 Canarias,3,2016,1104.53
Total,05 Canarias,3,2015,1109.26
Total,05 Canarias,3,2014,1097.82
Total,05 Canarias,3,2013,1103.35
Total,05 Canarias,3,2012,1118.6
Total,05 Canarias,3,2011,1117.61
Total,05 Canarias,3,2010,1138.97
Total,05 Canarias,3,2009,1107.7
Total,05 Canarias,3,2008,1104.91
Total,05 Canarias,3,2007,1060.23
Total,05 Canarias,3,2006,1004.25
Total,05 Canarias,4,2023,1641.57
Total,05 Canarias,4,2022,1526.1
Total,05 Canarias,4,2021,1457.24
Total,05 Canarias,4,2020,1414.82
Total,05 Canarias,4,2019,1412.39
Total,05 Canarias,4,2018,1354.73
Total,05 Canarias,4,2017,1327.65
Total,05 Canarias,4,2016,1331.22
Total,05 Canarias,4,2015,1311.38
Total,05 Canarias,4,2014,1307.92
Total,05 Canarias,4,2013,1315.1
Total,05 Canarias,4,2012,1318.52
Total,05 Canarias,4,2011,1310.54
Total,05 Canarias,4,2010,1307.46
Total,05 Canarias,4,2009,1287.96
Total,05 Canarias,4,2008,1262.74
Total,05 Canarias,4,2007,1209.19
Total,05 Canarias,4,2006,1145.84
Total,05 Canarias,5,2023,1832.91
Total,05 Canarias,5,2022,1712.02
Total,05 Canarias,5,2021,1647.79
Total,05 Canarias,5,2020,1619.31
Total,05 Canarias,5,2019,1598.86
Total,05 Canarias,5,2018,1541.21
Total,05 Canarias,5,2017,1510.96
Total,05 Canarias,5,2016,1502.73
Total,05 Canarias,5,2015,1494.28
Total,05 Canarias,5,2014,1508.03
Total,05 Canarias,5,2013,1496.73
Total,05 Canarias,5,2012,1482.41
Total,05 Canarias,5,2011,1493.16
Total,05 Canarias,5,2010,1484.43
Total,05 Canarias,5,2009,1443.55
Total,05 Canarias,5,2008,1409.65
Total,05 Canarias,5,2007,1335.72
Total,05 Canarias,5,2006,1267.5
Total,05 Canarias,6,2023,2046.04
Total,05 Canarias,6,2022,1894.79
Total,05 Canarias,6,2021,1880.37
Total,05 Canarias,6,2020,1799.14
Total,05 Canarias,6,2019,1782.82
Total,05 Canarias,6,2018,1740.24
Total,05 Canarias,6,2017,1681.32
Total,05 Canarias,6,2016,1690.74
Total,05 Canarias,6,2015,1704.31
Total,05 Canarias,6,2014,1716.99
Total,05 Canarias,6,2013,1697.63
Total,05 Canarias,6,2012,1673.6
Total,05 Canarias,6,2011,1679.3
Total,05 Canarias,6,2010,1661.62
Total,05 Canarias,6,2009,1617.44
Total,05 Canarias,6,2008,1581.52
Total,05 Canarias,6,2007,1487.62
Total,05 Canarias,6,2006,1418.88
Total,05 Canarias,7,2023,2348.2
Total,05 Canarias,7,2022,2176.6
Total,05 Canarias,7,2021,2142.24
Total,05 Canarias,7,2020,2095.68
Total,05 Canarias,7,2019,2069.18
Total,05 Canarias,7,2018,2032.55
Total,05 Canarias,7,2017,1956.58
Total,05 Canarias,7,2016,1952.84
Total,05 Canarias,7,2015,1957.31
Total,05 Canarias,7,2014,2014.3
Total,05 Canarias,7,2013,2000.01
Total,05 Canarias,7,2012,1928.58
Total,05 Canarias,7,2011,1928.87
Total,05 Canarias,7,2010,1916.11
Total,05 Canarias,7,2009,1872.48
Total,05 Canarias,7,2008,1798.58
Total,05 Canarias,7,2007,1704.82
Total,05 Canarias,7,2006,1631.71
Total,05 Canarias,8,2023,2787.42
Total,05 Canarias,8,2022,2563.19
Total,05 Canarias,8,2021,2555.92
Total,05 Canarias,8,2020,2535.11
Total,05 Canarias,8,2019,2440.33
Total,05 Canarias,8,2018,2409.54
Total,05 Canarias,8,2017,2346.83
Total,05 Canarias,8,2016,2348.61
Total,05 Canarias,8,2015,2367.7
Total,05 Canarias,8,2014,2390.97
Total,05 Canarias,8,2013,2345.23
Total,05 Canarias,8,2012,2301.81
Total,05 Canarias,8,2011,2303.79
Total,05 Canarias,8,2010,2300.41
Total,05 Canarias,8,2009,2251.83
Total,05 Canarias,8,2008,2152.71
Total,05 Canarias,8,2007,2030.33
Total,05 Canarias,8,2006,1951.89
Total,05 Canarias,9,2023,3389.34
Total,05 Canarias,9,2022,3181.22
Total,05 Canarias,9,2021,3175.65
Total,05 Canarias,9,2020,3229.44
Total,05 Canarias,9,2019,3049.96
Total,05 Canarias,9,2018,3019.48
Total,05 Canarias,9,2017,2917.7
Total,05 Canarias,9,2016,2974.15
Total,05 Canarias,9,2015,2965.7
Total,05 Canarias,9,2014,2896.67
